"power","lat","lon","cadence","distance","time","index","racetime","athlete","km","kph","grade"
885,53.595414,10.013485,101,13622.1,7354,2003,1251,"B",NA,NA,NA
744,53.595317,10.013438,92,8408.5,4154,840,1251,"C",NA,NA,NA
648,53.59513854,10.0134071,91,NA,667,667,1251,"D",7.86279,27.99,-0.226526
769,53.59524205,10.01338639,100,NA,7872,1554,1251,"E",11.8754,28.4508,1.54712
586,53.595154,10.013356,82,11671.3,7230,1453,1252,"A",NA,NA,NA
881,53.595357,10.01345,97,13628.5,7355,2004,1252,"B",NA,NA,NA
744,53.595293,10.013427,92,8409,4155,841,1252,"C",NA,NA,NA
570,53.59506821,10.01338203,97,NA,668,668,1252,"D",7.87067,31.6944,-0.772301
749,53.59516938,10.01335018,103,NA,7873,1555,1252,"E",11.8838,30.87,1.54712
602,53.595074,10.013343,82,11680.7,7231,1454,1253,"A",NA,NA,NA
810,53.595292,10.013407,98,13636.4,7356,2005,1253,"B",NA,NA,NA
612,53.595269,10.013416,95,8409.5,4156,842,1253,"C",NA,NA,NA
509,53.59498456,10.01337298,103,NA,669,669,1253,"D",7.88011,35.7624,-1.36224
666,53.59509428,10.01333317,106,NA,7874,1556,1253,"E",11.8923,30.7008,1.30986
635,53.594982,10.01335,86,11690.8,7232,1455,1254,"A",NA,NA,NA
816,53.595219,10.013378,100,13644.8,7357,2006,1254,"B",NA,NA,NA
560,53.595246,10.013405,100,8410,4157,843,1254,"C",NA,NA,NA
416,53.59489219,10.01338304,103,NA,670,670,1254,"D",7.89028,38.6388,-1.5589
603,53.59502287,10.01332797,107,NA,7875,1557,1254,"E",11.9002,31.1724,0.558025
665,53.594887,10.013371,89,11701.4,7233,1456,1255,"A",NA,NA,NA
702,53.59513,10.013367,105,13655,7358,2007,1255,"B",NA,NA,NA
418,53.595222,10.013394,102,8410.5,4158,844,1255,"C",NA,NA,NA
438,53.59479697,10.01340743,105,NA,671,671,1255,"D",7.90104,40.6656,-1.93063
529,53.59494441,10.01334197,107,NA,7876,1558,1255,"E",11.909,32.5152,0.330243
474,53.594788,10.013402,93,11712.6,7234,1457,1256,"A",NA,NA,NA
458,53.595021,10.013376,109,13667,7359,2008,1256,"B",NA,NA,NA
380,53.595198,10.013383,105,8411,4159,845,1256,"C",NA,NA,NA
426,53.59470058,10.01344347,106,NA,672,672,1256,"D",7.91223,41.0508,-2.10937
446,53.59485724,10.01337307,105,NA,7877,1559,1256,"E",11.9189,33.7572,-0.780993
481,53.594688,10.013443,93,11724.3,7235,1458,1257,"A",NA,NA,NA
465,53.594895,10.013391,108,13680.9,7360,2009,1257,"B",NA,NA,NA
280,53.595175,10.013371,106,8411.5,4160,846,1257,"C",NA,NA,NA
408,53.59460159,10.01348924,106,NA,673,673,1257,"D",7.92348,40.824,-1.75381
407,53.59474484,10.0134335,105,NA,7878,1560,1257,"E",11.932,36.8136,-0.780993
464,53.594582,10.013492,95,11736.5,7236,1459,1258,"A",NA,NA,NA
424,53.594775,10.01343,111,13694.5,7361,2010,1258,"B",NA,NA,NA
460,53.595151,10.01336,108,8412,4161,847,1258,"C",NA,NA,NA
410,53.59450377,10.01353978,109,NA,674,674,1258,"D",7.93493,41.67,-1.57913
387,53.59463939,10.01349611,106,NA,7879,1561,1258,"E",11.9445,39.3696,-0.780993
469,53.594479,10.013548,97,11748.6,7237,1460,1259,"A",NA,NA,NA
343,53.59466,10.013475,111,13707.8,7362,2011,1259,"B",NA,NA,NA
424,53.595128,10.013349,107,8412.5,4162,848,1259,"C",NA,NA,NA
417,53.59440696,10.01359737,110,NA,675,675,1259,"D",7.9463,41.436,-1.43347
376,53.59453931,10.0135625,108,NA,7880,1562,1259,"E",11.9564,39.402,-0.780993
462,53.594379,10.013612,98,11760.4,7238,1461,1260,"A",NA,NA,NA
390,53.594544,10.013519,113,13721,7363,2012,1260,"B",NA,NA,NA
368,53.595104,10.013338,100,8413,4163,849,1260,"C",NA,NA,NA
410,53.59430873,10.01366434,108,NA,676,676,1260,"D",7.95809,43.1532,-1.3055
379,53.59443161,10.01363475,109,NA,7881,1563,1260,"E",11.9693,42.7608,-0.46504
469,53.594284,10.013682,100,11772.3,7239,1462,1261,"A",NA,NA,NA
427,53.594432,10.013577,114,13734.2,7364,2013,1261,"B",NA,NA,NA
268,53.595023,10.013366,100,8420.2,4164,850,1261,"C",NA,NA,NA
423,53.59421158,10.01374413,106,NA,677,677,1261,"D",7.9703,44.1216,-1.35571
405,53.59431208,10.01372561,109,NA,7882,1564,1261,"E",11.9839,43.8696,-0.46504
458,53.594185,10.01376,102,11784.5,7240,1463,1262,"A",NA,NA,NA
449,53.594318,10.013642,116,13747.6,7365,2014,1262,"B",NA,NA,NA
390,53.594939,10.01342,100,8428.6,4165,851,1262,"C",NA,NA,NA
404,53.59410999,10.01382996,105,NA,678,678,1262,"D",7.98276,45.63,-1.26241
412,53.59421393,10.01380716,108,NA,7883,1565,1262,"E",11.9961,44.1036,-0.629117
441,53.594086,10.013843,103,11796.7,7241,1464,1263,"A",NA,NA,NA
341,53.594206,10.013721,117,13761,7366,2015,1263,"B",NA,NA,NA
340,53.594829,10.01348,101,8437.6,4166,852,1263,"C",NA,NA,NA
351,53.59401628,10.01391931,104,NA,679,679,1263,"D",7.99489,45.0036,-1.3803
395,53.59411762,10.01389702,108,NA,7884,1566,1263,"E",12.0083,43.7688,-0.391859
386,53.593987,10.013936,104,11809,7242,1465,1264,"A",NA,NA,NA
302,53.594104,10.013806,112,13773.8,7367,2016,1264,"B",NA,NA,NA
378,53.594736,10.013536,103,8447.3,4167,853,1264,"C",NA,NA,NA
381,53.59392425,10.01401948,107,NA,680,680,1264,"D",8.00717,45.4392,-1.50938
360,53.59401939,10.01399542,109,NA,7885,1567,1264,"E",12.0211,46.2528,-0.548961
405,53.593895,10.014044,105,11821.5,7243,1466,1265,"A",NA,NA,NA
313,53.594003,10.013898,105,13786.6,7368,2017,1265,"B",NA,NA,NA
326,53.594619,10.013654,104,8459.2,4168,854,1265,"C",NA,NA,NA
449,53.59382861,10.01412668,107,NA,681,681,1265,"D",8.01981,46.0764,-1.13764
326,53.59390665,10.01410883,110,NA,7886,1568,1265,"E",12.0357,45.7848,-0.321179
462,53.593803,10.014157,106,11834,7244,1467,1266,"A",NA,NA,NA
280,53.593905,10.013997,104,13799.3,7369,2018,1266,"B",NA,NA,NA
274,53.594524,10.013726,104,8471.9,4169,855,1266,"C",NA,NA,NA
489,53.59373264,10.01424252,108,NA,682,682,1266,"D",8.03294,47.0484,-1.26356
330,53.59378603,10.01422458,109,NA,7887,1569,1266,"E",12.0511,46.7244,-0.321179
371,53.593716,10.014276,108,11846.8,7245,1468,1267,"A",NA,NA,NA
366,53.593803,10.014113,105,13812.8,7370,2019,1267,"B",NA,NA,NA
302,53.594428,10.013829,101,8487.5,4170,856,1267,"C",NA,NA,NA
481,53.59363793,10.0143602,104,NA,683,683,1267,"D",8.04607,47.16,-2.22841
356,53.59368419,10.01433833,107,NA,7888,1570,1267,"E",12.0647,47.4984,-0.321179
149,53.593624,10.014395,99,11859.6,7246,1469,1268,"A",NA,NA,NA
319,53.593704,10.014242,107,13826.8,7371,2020,1268,"B",NA,NA,NA
288,53.594302,10.013951,100,8502.5,4171,857,1268,"C",NA,NA,NA
436,53.59354572,10.0144768,105,NA,684,684,1268,"D",8.05912,47.106,-3.0161
367,53.59358855,10.01446171,107,NA,7889,1571,1268,"E",12.0781,47.3976,-0.321179
287,53.593533,10.014511,94,11872.6,7247,1470,1269,"A",NA,NA,NA
168,53.593607,10.014361,99,13840.2,7372,2021,1269,"B",NA,NA,NA
284,53.594171,10.01408,101,8518.6,4172,858,1269,"C",NA,NA,NA
403,53.59345042,10.01458861,105,NA,685,685,1269,"D",8.07193,45.342,-2.8402
335,53.59349124,10.01458542,108,NA,7890,1572,1269,"E",12.0917,47.8332,-0.468455
418,53.593433,10.014626,86,11885.7,7248,1471,1270,"A",NA,NA,NA
351,53.593514,10.014463,106,13852.5,7373,2022,1270,"B",NA,NA,NA
190,53.594069,10.014202,101,8536.5,4173,859,1270,"C",NA,NA,NA
391,53.59335361,10.01470285,105,NA,686,686,1270,"D",8.08513,47.7648,-2.67056
338,53.59337247,10.01471015,108,NA,7891,1573,1270,"E",12.1072,49.3092,-0.468455
669,53.593338,10.014735,85,11898.9,7249,1472,1271,"A",NA,NA,NA
138,53.593415,10.014581,98,13866.2,7374,2023,1271,"B",NA,NA,NA
314,53.593971,10.014341,101,8555.4,4174,860,1271,"C",NA,NA,NA
410,53.59325361,10.01481769,106,NA,687,687,1271,"D",8.09841,49.0464,-2.34296
380,53.59326325,10.01483219,109,NA,7892,1574,1271,"E",12.1218,49.0428,-0.468455
695,53.593239,10.014847,87,11912.3,7250,1473,1272,"A",NA,NA,NA
162,53.593318,10.014705,83,13879.8,7375,2024,1272,"B",NA,NA,NA
310,53.593873,10.01445,101,8572.1,4175,861,1272,"C",NA,NA,NA
423,53.59315379,10.01492959,106,NA,688,688,1272,"D",8.11184,46.5804,-2.18245
348,53.5931532,10.01494467,109,NA,7893,1575,1272,"E",12.1362,48.438,-0.44385
700,53.593136,10.014955,90,11925.6,7251,1474,1273,"A",NA,NA,NA
309,53.593207,10.014825,106,13894.5,7376,2025,1273,"B",NA,NA,NA
348,53.593757,10.01457,102,8588.7,4176,862,1273,"C",NA,NA,NA
404,53.59304759,10.01503453,106,NA,689,689,1273,"D",8.1256,48.1932,-2.72477
342,53.59304968,10.015045,110,NA,7894,1576,1273,"E",12.1495,47.2284,-0.594337
663,53.593029,10.015058,92,11939,7252,1475,1274,"A",NA,NA,NA
327,53.593104,10.014946,109,13908.4,7377,2026,1274,"B",NA,NA,NA
352,53.59362,10.014705,103,8603.6,4177,863,1274,"C",NA,NA,NA
444,53.5929408,10.01512178,108,NA,690,690,1274,"D",8.13885,47.7648,-2.24809
360,53.59294189,10.01512849,111,NA,7895,1577,1274,"E",12.1627,45.18,-0.740036
418,53.592918,10.015151,93,11952.8,7253,1476,1275,"A",NA,NA,NA
303,53.592998,10.015055,109,13922.3,7378,2027,1275,"B",NA,NA,NA
200,53.593502,10.014813,104,8620.8,4178,864,1275,"C",NA,NA,NA
401,53.59282731,10.01519932,107,NA,691,691,1275,"D",8.15263,48.8664,-1.66753
388,53.59282681,10.01520879,111,NA,7896,1578,1275,"E",12.1765,48.8736,-0.884232
113,53.592804,10.015237,93,11966.8,7254,1477,1276,"A",NA,NA,NA
304,53.592898,10.015148,110,13934.8,7379,2028,1276,"B",NA,NA,NA
314,53.593381,10.014909,105,8637.2,4179,865,1276,"C",NA,NA,NA
339,53.59270904,10.01526939,108,NA,692,692,1276,"D",8.16638,48.6432,-1.50834
322,53.59270703,10.0152838,110,NA,7897,1579,1276,"E",12.1908,48.672,-1.02488
21,53.59269,10.015311,81,11980.5,7255,1478,1277,"A",NA,NA,NA
275,53.592795,10.015239,110,13947.9,7380,2029,1277,"B",NA,NA,NA
76,53.593262,10.015005,92,8654.4,4180,866,1277,"C",NA,NA,NA
317,53.59259052,10.01533225,108,NA,693,693,1277,"D",8.1803,49.5612,-0.755362
191,53.59258046,10.01534558,108,NA,7898,1580,1277,"E",12.2054,49.446,-1.16131
38,53.592571,10.015371,73,11994.4,7256,1479,1278,"A",NA,NA,NA
113,53.592675,10.015305,99,13962,7381,2030,1278,"B",NA,NA,NA
164,53.593136,10.015082,97,8671,4181,867,1278,"C",NA,NA,NA
279,53.59246815,10.01538732,108,NA,694,694,1278,"D",8.19425,49.5216,-0.28572
89,53.59245842,10.01539922,106,NA,7899,1581,1278,"E",12.2195,49.7808,-1.30376
29,53.592449,10.015419,84,12008.4,7257,1480,1279,"A",NA,NA,NA
26,53.592552,10.015367,75,13976.5,7382,2031,1279,"B",NA,NA,NA
20,53.593014,10.015157,97,8685.7,4182,868,1279,"C",NA,NA,NA
234,53.59234753,10.01543258,108,NA,695,695,1279,"D",8.20815,48.924,-0.429602
0,53.59233127,10.01545337,86,NA,7900,1582,1279,"E",12.234,47.9664,-1.15648
1,53.592327,10.015458,70,12022,7258,1481,1280,"A",NA,NA,NA
20,53.592425,10.015407,58,13990.7,7383,2032,1280,"B",NA,NA,NA
20,53.592864,10.015206,33,8700,4183,869,1280,"C",NA,NA,NA
36,53.59222926,10.01547617,78,NA,696,696,1280,"D",8.22173,45.6732,-0.871426
0,53.592213,10.01550048,79,NA,7901,1583,1280,"E",12.2476,42.0228,-1.30441
1,53.592213,10.015498,50,12035.3,7259,1482,1281,"A",NA,NA,NA
14,53.592297,10.015441,41,14005,7384,2033,1281,"B",NA,NA,NA
20,53.592713,10.015262,21,8715.7,4184,870,1281,"C",NA,NA,NA
0,53.59211988,10.01553258,51,NA,697,697,1281,"D",8.23427,40.6764,-2.14734
0,53.59211594,10.015547,79,NA,7902,1584,1281,"E",12.2588,37.7208,-1.48314
0,53.592106,10.015551,30,12047.5,7260,1483,1282,"A",NA,NA,NA
8,53.592174,10.015475,24,14018.8,7385,2034,1282,"B",NA,NA,NA
0,53.592556,10.015336,15,8732.8,4185,871,1282,"C",NA,NA,NA
0,53.59203329,10.01561657,40,NA,698,698,1282,"D",8.24552,37.8864,-3.214
0,53.5920322,10.01561187,0,NA,7903,1585,1282,"E",12.2689,34.9668,-1.34367
20,53.592022,10.015636,26,12058.6,7261,1484,1283,"A",NA,NA,NA
2,53.592066,10.015529,7,14031.5,7386,2035,1283,"B",NA,NA,NA
0,53.592427,10.015412,0,8750.8,4186,872,1283,"C",NA,NA,NA
79,53.59197076,10.01574498,75,NA,699,699,1283,"D",8.25661,40.2948,-3.24365
0,53.59196699,10.01571405,0,NA,7904,1586,1283,"E",12.2788,34.902,-1.39621
45,53.591961,10.015761,24,12069.5,7262,1485,1284,"A",NA,NA,NA
30,53.591984,10.015597,18,14042.1,7387,2036,1284,"B",NA,NA,NA
0,53.592339,10.015514,0,8768.5,4187,873,1284,"C",NA,NA,NA
518,53.59193321,10.01590641,92,NA,700,700,1284,"D",8.26817,42.9372,-3.56761
342,53.59192693,10.01584983,107,NA,7905,1587,1284,"E",12.2887,35.64,-1.09341
640,53.591927,10.015923,78,12081,7263,1486,1285,"A",NA,NA,NA
103,53.591926,10.015728,22,14052.9,7388,2037,1285,"B",NA,NA,NA
672,53.592293,10.01564,75,8783.3,4188,874,1285,"C",NA,NA,NA
636,53.59191167,10.01608335,95,NA,701,701,1285,"D",8.28014,42.6564,-4.6494
640,53.59190119,10.01600322,97,NA,7906,1588,1285,"E",12.2993,39.4344,-0.949215
797,53.5919,10.016102,83,12093.2,7264,1487,1286,"A",NA,NA,NA
770,53.591886,10.015878,102,14063.9,7389,2038,1286,"B",NA,NA,NA
798,53.592244,10.015774,79,8797.3,4189,875,1286,"C",NA,NA,NA
710,53.59189734,10.01626943,97,NA,702,702,1286,"D",8.29256,45.2484,-4.98704
923,53.59188275,10.01617857,102,NA,7907,1589,1286,"E",12.3111,42.5268,-0.9782
765,53.591881,10.016293,89,12106,7265,1488,1287,"A",NA,NA,NA
877,53.591862,10.016051,107,14075.7,7390,2039,1287,"B",NA,NA,NA
794,53.592183,10.015927,87,8808.6,4190,876,1287,"C",NA,NA,NA
609,53.59188678,10.01646104,99,NA,703,703,1287,"D",8.30532,46.5084,-5.60095
881,53.59186708,10.01637412,106,NA,7908,1590,1287,"E",12.3241,45.684,-0.841776
735,53.591873,10.016493,93,12119.2,7266,1489,1288,"A",NA,NA,NA
823,53.59184,10.016244,109,14088.7,7391,2040,1288,"B",NA,NA,NA
784,53.592121,10.016115,91,8820.2,4191,877,1288,"C",NA,NA,NA
602,53.59187907,10.01665768,104,NA,704,704,1288,"D",8.31839,47.1708,-6.06965
776,53.59185065,10.01657344,109,NA,7909,1591,1288,"E",12.3374,47.5308,-0.699326
545,53.591866,10.016696,96,12132.7,7267,1490,1289,"A",NA,NA,NA
787,53.591829,10.01644,111,14101.7,7392,2041,1289,"B",NA,NA,NA
658,53.5921,10.01632,97,8832.5,4192,878,1289,"C",NA,NA,NA
388,53.5918706,10.01685767,103,NA,705,705,1289,"D",8.33164,47.7576,-6.07671
719,53.59183724,10.01678232,112,NA,7910,1592,1289,"E",12.3513,50.2524,-0.843106
516,53.591854,10.016902,98,12146.4,7268,1491,1290,"A",NA,NA,NA
512,53.591821,10.016637,115,14114.8,7393,2042,1290,"B",NA,NA,NA
458,53.592066,10.016529,101,8844.8,4193,879,1290,"C",NA,NA,NA
342,53.59185928,10.01705658,104,NA,706,706,1290,"D",8.34486,46.6452,-5.63489
582,53.59182366,10.01698961,114,NA,7911,1593,1290,"E",12.3651,48.9744,-0.695172
460,53.591846,10.017109,101,12160.2,7269,1492,1291,"A",NA,NA,NA
561,53.591808,10.016844,117,14128.6,7394,2043,1291,"B",NA,NA,NA
450,53.592047,10.01673,104,8854.1,4194,880,1291,"C",NA,NA,NA
400,53.59184856,10.01725841,105,NA,707,707,1291,"D",8.35831,48.6504,-4.35897
481,53.59181176,10.01719982,118,NA,7912,1594,1291,"E",12.3791,49.8492,-0.516448
221,53.591839,10.017317,101,12174,7270,1493,1292,"A",NA,NA,NA
568,53.591795,10.017048,113,14142.1,7395,2044,1292,"B",NA,NA,NA
516,53.592019,10.016939,105,8864.5,4195,881,1292,"C",NA,NA,NA
336,53.59184101,10.01746235,105,NA,708,708,1292,"D",8.37184,48.5208,-3.29231
456,53.59179877,10.01741256,118,NA,7913,1595,1292,"E",12.3933,50.958,-0.516448
22,53.591827,10.017526,88,12187.8,7271,1494,1293,"A",NA,NA,NA
541,53.591786,10.017257,114,14156,7396,2045,1293,"B",NA,NA,NA
392,53.591986,10.017157,107,8875.4,4196,882,1293,"C",NA,NA,NA
317,53.59183422,10.01766418,108,NA,709,709,1293,"D",8.38519,46.8432,-2.39058
364,53.59178712,10.01763124,117,NA,7914,1596,1293,"E",12.4078,51.426,-0.588517
1,53.591816,10.017732,70,12201.6,7272,1495,1294,"A",NA,NA,NA
538,53.591776,10.017482,117,14171,7397,2046,1294,"B",NA,NA,NA
110,53.591964,10.017372,105,8889,4197,883,1294,"C",NA,NA,NA
317,53.59182861,10.01786669,105,NA,710,710,1294,"D",8.39862,48.2256,-2.21756
318,53.59177304,10.01784607,115,NA,7915,1597,1294,"E",12.4221,51.3252,-0.86805
1,53.591804,10.017935,61,12215,7273,1496,1295,"A",NA,NA,NA
389,53.591766,10.017707,118,14185.9,7398,2047,1295,"B",NA,NA,NA
26,53.591945,10.017587,94,8904.2,4198,884,1295,"C",NA,NA,NA
294,53.59181805,10.01807297,106,NA,711,711,1295,"D",8.41234,49.7124,-1.71634
311,53.59176164,10.01808353,114,NA,7916,1598,1295,"E",12.4379,51.7284,-1.24853
77,53.591797,10.018143,69,12228.8,7274,1497,1296,"A",NA,NA,NA
53,53.591751,10.017937,92,14201.2,7399,2048,1296,"B",NA,NA,NA
182,53.591923,10.017791,106,8920.8,4199,885,1296,"C",NA,NA,NA
336,53.59180966,10.01828067,106,NA,712,712,1296,"D",8.42611,49.0248,-1.23325
233,53.59174713,10.01831193,112,NA,7917,1599,1296,"E",12.4531,51.5268,-1.34188
227,53.591785,10.018353,97,12242.8,7275,1498,1297,"A",NA,NA,NA
26,53.591737,10.018161,66,14216.2,7400,2049,1297,"B",NA,NA,NA
18,53.59191,10.01802,106,8937.5,4200,886,1297,"C",NA,NA,NA
344,53.5917981,10.01848938,109,NA,713,713,1297,"D",8.44,49.1292,-1.19499
151,53.59173817,10.01853757,110,NA,7918,1600,1297,"E",12.4681,51.0588,-1.47548
300,53.591774,10.018561,99,12256.7,7276,1499,1298,"A",NA,NA,NA
25,53.591726,10.018377,45,14230.5,7401,2050,1298,"B",NA,NA,NA
192,53.591893,10.018242,106,8953.4,4201,887,1298,"C",NA,NA,NA
308,53.5917867,10.01869583,105,NA,714,714,1298,"D",8.45372,49.0896,-1.02022
169,53.59172886,10.01876464,109,NA,7919,1601,1298,"E",12.4831,51.3252,-1.6082
112,53.591766,10.018773,94,12270.7,7277,1500,1299,"A",NA,NA,NA
31,53.591714,10.018601,47,14245.4,7402,2051,1299,"B",NA,NA,NA
0,53.591878,10.018458,106,8968.9,4202,888,1299,"C",NA,NA,NA
291,53.5917753,10.01890269,107,NA,715,715,1299,"D",8.46748,49.05,-1.45068
196,53.59171947,10.01898383,107,NA,7920,1602,1299,"E",12.4977,50.3532,-1.60197
174,53.591759,10.018983,98,12284.7,7278,1501,1300,"A",NA,NA,NA
40,53.591702,10.018814,48,14259.6,7403,2052,1300,"B",NA,NA,NA
304,53.591868,10.018675,106,8984.2,4203,889,1300,"C",NA,NA,NA
353,53.59176214,10.01911148,107,NA,716,716,1300,"D",8.48139,49.446,-2.0258
193,53.59170682,10.01920134,107,NA,7921,1603,1300,"E",12.5121,50.7564,-1.87859
456,53.591751,10.019196,100,12298.8,7279,1502,1301,"A",NA,NA,NA
71,53.591691,10.019031,50,14274,7404,2053,1301,"B",NA,NA,NA
116,53.591859,10.018891,100,8998.9,4204,890,1301,"C",NA,NA,NA
334,53.59174328,10.01931776,105,NA,717,717,1301,"D",8.49518,50.2596,-2.60593
233,53.59169584,10.01941776,106,NA,7922,1604,1301,"E",12.5265,50.5872,-2.01777
565,53.591743,10.019411,102,12313.1,7280,1503,1302,"A",NA,NA,NA
206,53.59168,10.019243,82,14288,7405,2054,1302,"B",NA,NA,NA
172,53.591845,10.019107,101,9014.1,4205,891,1302,"C",NA,NA,NA
281,53.59172576,10.0195248,107,NA,718,718,1302,"D",8.50907,48.8232,-2.74992
343,53.59168779,10.01963996,107,NA,7923,1605,1302,"E",12.5413,51.93,-2.15345
480,53.59174,10.019625,102,12327.2,7281,1504,1303,"A",NA,NA,NA
183,53.591672,10.019451,97,14301.8,7406,2055,1303,"B",NA,NA,NA
526,53.591839,10.019309,106,9028.7,4206,892,1303,"C",NA,NA,NA
235,53.59171436,10.0197289,108,NA,719,719,1303,"D",8.52265,48.3084,-2.89719
409,53.5916779,10.01986443,108,NA,7924,1606,1303,"E",12.5562,52.7364,-2.1468
519,53.591736,10.019838,103,12341.4,7282,1505,1304,"A",NA,NA,NA
407,53.591663,10.019668,98,14316.3,7407,2056,1304,"B",NA,NA,NA
464,53.591825,10.019523,109,9043,4207,893,1304,"C",NA,NA,NA
261,53.59170397,10.01993123,106,NA,720,720,1304,"D",8.53606,49.356,-2.74805
374,53.59166776,10.02008739,109,NA,7925,1607,1304,"E",12.571,52.7364,-2.00232
518,53.591732,10.020053,104,12355.6,7283,1506,1305,"A",NA,NA,NA
474,53.591664,10.019886,99,14330.7,7408,2057,1305,"B",NA,NA,NA
274,53.591815,10.019733,110,9056.8,4208,894,1305,"C",NA,NA,NA
259,53.59169617,10.02014573,106,NA,721,721,1305,"D",8.55032,48.816,-2.18703
332,53.59165586,10.02030825,109,NA,7926,1608,1305,"E",12.5856,52.3332,-1.62183
481,53.591724,10.020268,105,12369.9,7284,1507,1306,"A",NA,NA,NA
391,53.591666,10.020102,100,14345.1,7409,2058,1306,"B",NA,NA,NA
340,53.591812,10.019942,111,9071.1,4209,895,1306,"C",NA,NA,NA
307,53.59168846,10.02035469,106,NA,722,722,1306,"D",8.56421,48.3624,-2.18703
364,53.59164521,10.0205318,110,NA,7927,1609,1306,"E",12.6005,53.4096,-1.49361
469,53.591721,10.020487,105,12384.4,7285,1508,1307,"A",NA,NA,NA
337,53.591662,10.020322,101,14359.6,7410,2059,1307,"B",NA,NA,NA
312,53.591811,10.020152,103,9085.5,4210,896,1307,"C",NA,NA,NA
404,53.59168075,10.02056306,105,NA,723,723,1307,"D",8.57801,49.0284,-2.04489
369,53.59163758,10.02075585,110,NA,7928,1610,1307,"E",12.6153,53.0712,-1.49461
480,53.591717,10.02071,106,12399.2,7286,1509,1308,"A",NA,NA,NA
396,53.591657,10.020549,102,14374.6,7411,2060,1308,"B",NA,NA,NA
418,53.591802,10.020372,104,9099,4211,897,1308,"C",NA,NA,NA
421,53.5916748,10.02077202,107,NA,724,724,1308,"D",8.59187,49.0248,-2.04052
328,53.59163079,10.02098316,108,NA,7929,1611,1308,"E",12.6304,54.0468,-1.4946
483,53.591709,10.020936,106,12414.2,7287,1510,1309,"A",NA,NA,NA
272,53.591651,10.020774,103,14389.5,7412,2061,1309,"B",NA,NA,NA
368,53.591793,10.020598,104,9112.7,4212,898,1309,"C",NA,NA,NA
444,53.59167321,10.02098165,107,NA,725,725,1309,"D",8.60572,49.158,-1.45911
270,53.59162417,10.02121224,106,NA,7930,1612,1309,"E",12.6456,53.9784,-1.35705
505,53.591698,10.021166,100,12429.4,7288,1511,1310,"A",NA,NA,NA
255,53.591647,10.021003,103,14404.7,7413,2062,1310,"B",NA,NA,NA
226,53.59178,10.020832,105,9127.2,4213,899,1310,"C",NA,NA,NA
411,53.59166466,10.02119665,107,NA,726,726,1310,"D",8.61999,50.2344,-0.883994
227,53.59161655,10.02144014,105,NA,7931,1613,1310,"E",12.6607,53.9136,-1.34515
466,53.591682,10.021396,99,12444.8,7289,1512,1311,"A",NA,NA,NA
336,53.591642,10.021231,104,14419.8,7414,2063,1311,"B",NA,NA,NA
154,53.591772,10.021055,105,9142,4214,900,1311,"C",NA,NA,NA
425,53.5916515,10.02141382,101,NA,727,727,1311,"D",8.63447,51.3792,-0.994451
202,53.59160414,10.02166361,105,NA,7932,1614,1311,"E",12.6756,53.208,-1.20597
461,53.591663,10.021624,99,12460,7290,1513,1312,"A",NA,NA,NA
310,53.591634,10.021459,103,14435,7415,2064,1312,"B",NA,NA,NA
196,53.591739,10.021292,100,9157.3,4215,901,1312,"C",NA,NA,NA
457,53.59163331,10.02163293,103,NA,728,728,1312,"D",8.64912,50.9472,-1.12351
215,53.59158813,10.02188715,105,NA,7933,1615,1312,"E",12.6905,52.938,-1.20452
444,53.591644,10.021842,99,12474.6,7291,1514,1313,"A",NA,NA,NA
148,53.591619,10.021684,98,14450,7416,2065,1313,"B",NA,NA,NA
312,53.591708,10.021536,102,9172.3,4216,902,1313,"C",NA,NA,NA
346,53.59161646,10.02184642,102,NA,729,729,1313,"D",8.66339,49.3164,-0.976232
253,53.59156558,10.02210978,105,NA,7934,1616,1313,"E",12.7054,53.5104,-1.06994
467,53.591614,10.02206,98,12489.4,7292,1515,1314,"A",NA,NA,NA
155,53.591596,10.021903,100,14464.7,7417,2066,1314,"B",NA,NA,NA
354,53.591674,10.021772,103,9188.9,4217,903,1314,"C",NA,NA,NA
350,53.59159266,10.02206359,105,NA,730,730,1314,"D",8.67798,51.7212,-0.85121
291,53.59153843,10.02233139,104,NA,7935,1617,1314,"E",12.7204,53.5752,-1.0684
481,53.591583,10.022283,98,12504.5,7293,1516,1315,"A",NA,NA,NA
240,53.591569,10.022124,100,14479.6,7418,2067,1315,"B",NA,NA,NA
380,53.591642,10.022003,103,9205.5,4218,904,1315,"C",NA,NA,NA
392,53.59156516,10.02227943,101,NA,731,731,1315,"D",8.69262,51.2712,-1.54884
321,53.59150834,10.02254999,105,NA,7936,1618,1315,"E",12.7352,53.3412,-1.20308
452,53.591553,10.022501,98,12519.4,7294,1517,1316,"A",NA,NA,NA
401,53.59154,10.02234,100,14494.3,7419,2068,1316,"B",NA,NA,NA
282,53.591606,10.022226,104,9222.3,4219,905,1316,"C",NA,NA,NA
328,53.59153289,10.02249601,102,NA,732,732,1316,"D",8.70742,52.8552,-1.54884
303,53.59147556,10.02276516,104,NA,7937,1619,1316,"E",12.75,52.938,-1.06831
463,53.591518,10.022704,98,12533.3,7295,1518,1317,"A",NA,NA,NA
379,53.591505,10.02256,101,14509.4,7420,2069,1317,"B",NA,NA,NA
216,53.591573,10.022442,104,9238.8,4220,906,1317,"C",NA,NA,NA
285,53.59149652,10.02271109,104,NA,733,733,1317,"D",8.72218,51.7392,-1.53
