"power","lat","lon","cadence","distance","time","index","racetime","athlete","km","kph","grade"
847,53.59519109,10.01330484,103,NA,7634,1316,1013,"E",9.01337,31.7772,1.60426
698,53.595055,10.013317,92,8799.3,6992,1215,1014,"A",NA,NA,NA
965,53.595367,10.013423,102,10735.4,7117,1766,1014,"B",NA,NA,NA
976,53.595363,10.013473,95,5602.4,3917,603,1014,"C",NA,NA,NA
936,53.59529092,10.01339545,97,NA,430,430,1014,"D",5.00692,23.7672,0
768,53.59511163,10.01327089,105,NA,7635,1317,1014,"E",9.0225,31.4748,1.60426
570,53.594967,10.013331,96,8809.1,6993,1216,1015,"A",NA,NA,NA
900,53.595286,10.01338,101,10744.7,7118,1767,1015,"B",NA,NA,NA
844,53.595321,10.013457,103,5603.2,3918,604,1015,"C",NA,NA,NA
873,53.59520735,10.01336644,102,NA,431,431,1015,"D",5.01655,27.8424,-0.415373
717,53.59502915,10.01325496,107,NA,7636,1318,1015,"E",9.03173,32.346,0.98309
522,53.594875,10.01336,97,8819.6,6994,1217,1016,"A",NA,NA,NA
846,53.59519,10.01335,103,10755.7,7119,1768,1016,"B",NA,NA,NA
862,53.595279,10.013441,102,5604,3919,605,1016,"C",NA,NA,NA
771,53.5951149,10.01335697,105,NA,432,432,1016,"D",5.02665,32.3172,-0.613392
746,53.5949424,10.01325731,108,NA,7637,1319,1016,"E",9.04139,35.0352,0.98309
521,53.594769,10.01339,100,8831.6,6995,1218,1017,"A",NA,NA,NA
579,53.595078,10.013338,111,10768,7120,1769,1017,"B",NA,NA,NA
798,53.595236,10.013426,104,5604.9,3920,606,1017,"C",NA,NA,NA
648,53.59501063,10.0133672,104,NA,433,433,1017,"D",5.03834,38.034,-0.955566
601,53.5948523,10.01327349,108,NA,7638,1320,1017,"E",9.05147,34.7652,0.98309
524,53.594654,10.013427,103,8844.3,6996,1219,1018,"A",NA,NA,NA
616,53.594949,10.013345,111,10782.4,7121,1770,1018,"B",NA,NA,NA
798,53.595194,10.01341,100,5605.7,3921,607,1018,"C",NA,NA,NA
648,53.59489881,10.01338891,110,NA,434,434,1018,"D",5.05096,40.6116,-1.11404
481,53.59475146,10.01330475,109,NA,7639,1321,1018,"E",9.06288,37.89,0.247478
495,53.594547,10.013465,105,8856.8,6997,1220,1019,"A",NA,NA,NA
531,53.594807,10.013374,113,10798.4,7122,1771,1019,"B",NA,NA,NA
608,53.595152,10.013394,102,5606.5,3922,608,1019,"C",NA,NA,NA
622,53.59477962,10.01342369,108,NA,435,435,1019,"D",5.0644,44.7696,-1.41166
463,53.59463713,10.01335639,109,NA,7640,1322,1019,"E",9.07601,40.878,-0.216497
459,53.59444,10.013502,106,8868.8,6998,1221,1020,"A",NA,NA,NA
487,53.594672,10.013429,109,10814.1,7123,1772,1020,"B",NA,NA,NA
562,53.595109,10.013379,103,5607.4,3923,609,1020,"C",NA,NA,NA
572,53.59466379,10.01347013,99,NA,436,436,1020,"D",5.07757,45.0828,-1.41166
453,53.59453043,10.01340978,109,NA,7641,1323,1020,"E",9.08839,42.2244,0.140669
423,53.594341,10.013561,108,8880.3,6999,1222,1021,"A",NA,NA,NA
482,53.594545,10.013482,110,10828.6,7124,1773,1021,"B",NA,NA,NA
512,53.595067,10.013363,105,5608.2,3924,610,1021,"C",NA,NA,NA
610,53.59455683,10.01352184,101,NA,437,437,1021,"D",5.09016,46.7496,-1.09395
382,53.59441887,10.01347859,108,NA,7642,1324,1021,"E",9.10162,44.1036,-0.175281
440,53.59425,10.013644,109,8892.1,7000,1223,1022,"A",NA,NA,NA
300,53.594424,10.013537,110,10842.4,7125,1774,1022,"B",NA,NA,NA
562,53.59501,10.013373,107,5615.8,3925,611,1022,"C",NA,NA,NA
573,53.59443739,10.01358219,104,NA,438,438,1022,"D",5.10413,44.8992,-1.23711
401,53.59431057,10.01356375,108,NA,7643,1325,1022,"E",9.11492,44.7768,-0.175281
337,53.594162,10.013732,110,8903.5,7001,1224,1023,"A",NA,NA,NA
444,53.594309,10.013595,103,10855.9,7126,1775,1023,"B",NA,NA,NA
522,53.594944,10.013402,109,5624.3,3926,612,1023,"C",NA,NA,NA
550,53.59432993,10.01364849,105,NA,439,439,1023,"D",5.11678,44.9928,-1.39521
409,53.59420991,10.01365336,109,NA,7644,1326,1023,"E",9.1276,44.91,-0.333015
329,53.59407,10.013824,107,8915.5,7002,1225,1024,"A",NA,NA,NA
488,53.5942,10.013667,103,10869,7127,1776,1024,"B",NA,NA,NA
566,53.594873,10.013436,110,5632.4,3927,613,1024,"C",NA,NA,NA
447,53.59422617,10.01372728,105,NA,440,440,1024,"D",5.12934,45.7668,-1.71368
393,53.59410312,10.0137666,109,NA,7645,1327,1024,"E",9.14164,44.9424,-0.333015
311,53.593971,10.013924,104,8928.2,7003,1226,1025,"A",NA,NA,NA
329,53.59409,10.013764,105,10882.7,7128,1777,1025,"B",NA,NA,NA
460,53.594789,10.013474,107,5642,3928,614,1025,"C",NA,NA,NA
398,53.59412902,10.01381379,106,NA,441,441,1025,"D",5.14171,47.7648,-1.45999
434,53.59399633,10.01388067,110,NA,7646,1328,1025,"E",9.15571,46.6236,-0.475158
208,53.593876,10.014028,105,8940.8,7004,1227,1026,"A",NA,NA,NA
378,53.593986,10.013857,104,10895.9,7129,1778,1026,"B",NA,NA,NA
538,53.594702,10.013507,107,5650.8,3929,615,1026,"C",NA,NA,NA
429,53.59401712,10.01393105,107,NA,442,442,1026,"D",5.15642,47.2248,-1.5339
438,53.59389416,10.0139862,110,NA,7647,1329,1026,"E",9.16906,46.6236,-0.624975
5,53.593784,10.014136,90,8953.1,7005,1228,1027,"A",NA,NA,NA
432,53.593883,10.013963,105,10909.4,7130,1779,1027,"B",NA,NA,NA
274,53.59463,10.013568,107,5661.6,3930,616,1027,"C",NA,NA,NA
347,53.59391813,10.01404739,106,NA,443,443,1027,"D",5.16973,47.8368,-1.49225
361,53.59378947,10.01409475,109,NA,7648,1330,1027,"E",9.18273,46.3536,-0.624975
266,53.5937,10.014248,96,8965.2,7006,1229,1028,"A",NA,NA,NA
371,53.593783,10.014068,106,10922.3,7131,1780,1028,"B",NA,NA,NA
242,53.594489,10.013798,107,5671.7,3931,617,1028,"C",NA,NA,NA
299,53.59381755,10.01416708,107,NA,444,444,1028,"D",5.18358,49.3956,-1.33377
242,53.59369199,10.01420296,107,NA,7649,1331,1028,"E",9.19574,45.8856,-0.449693
242,53.593613,10.014366,104,8977.8,7007,1230,1029,"A",NA,NA,NA
327,53.59369,10.01418,107,10935.2,7132,1781,1029,"B",NA,NA,NA
20,53.594391,10.013891,107,5682.3,3932,618,1029,"C",NA,NA,NA
251,53.59371261,10.01428854,107,NA,445,445,1029,"D",5.19761,50.2992,-1.46381
153,53.59359786,10.0143131,107,NA,7650,1332,1029,"E",9.2085,45.7848,-0.606437
466,53.593525,10.014489,105,8990.7,7008,1231,1030,"A",NA,NA,NA
260,53.593602,10.014301,105,10947.8,7133,1782,1030,"B",NA,NA,NA
202,53.594246,10.014014,107,5698.9,3933,619,1030,"C",NA,NA,NA
138,53.59361379,10.01441603,101,NA,446,446,1030,"D",5.21142,49.7448,-2.0431
169,53.5934987,10.01442961,107,NA,7651,1333,1030,"E",9.22196,46.152,-0.755025
469,53.59343,10.014612,107,9003.9,7009,1232,1031,"A",NA,NA,NA
43,53.593516,10.01442,79,10960.1,7134,1783,1031,"B",NA,NA,NA
170,53.594136,10.014107,107,5713.3,3934,620,1031,"C",NA,NA,NA
33,53.59351664,10.01454553,86,NA,447,447,1031,"D",5.22531,48.9492,-2.79277
204,53.59339971,10.01455089,107,NA,7652,1334,1031,"E",9.23559,47.4624,-0.755025
367,53.593338,10.014735,110,9017,7010,1233,1032,"A",NA,NA,NA
143,53.593424,10.01454,83,10973.1,7135,1784,1032,"B",NA,NA,NA
14,53.594017,10.014218,84,5731.5,3935,621,1032,"C",NA,NA,NA
11,53.59342067,10.01467427,62,NA,448,448,1032,"D",5.23908,47.214,-2.50437
284,53.59330349,10.01468148,106,NA,7653,1335,1032,"E",9.24934,47.43,-0.90048
497,53.593243,10.014854,110,9030.3,7011,1234,1033,"A",NA,NA,NA
158,53.593332,10.014657,99,10985.9,7136,1785,1033,"B",NA,NA,NA
14,53.593878,10.014369,31,5748.8,3936,622,1033,"C",NA,NA,NA
23,53.59332293,10.0147964,62,NA,449,449,1033,"D",5.25256,46.6272,-2.49463
313,53.59320534,10.01480587,106,NA,7654,1336,1033,"E",9.26301,46.5552,-0.742746
496,53.593143,10.014964,112,9043.4,7012,1235,1034,"A",NA,NA,NA
220,53.593241,10.014774,104,10998.7,7137,1786,1034,"B",NA,NA,NA
14,53.593764,10.014499,20,5766.9,3937,623,1034,"C",NA,NA,NA
68,53.59322419,10.01490997,78,NA,450,450,1034,"D",5.26571,46.0368,-2.17616
320,53.59310584,10.01493084,107,NA,7655,1337,1034,"E",9.2768,47.4624,-0.742746
420,53.593044,10.015061,112,9056,7013,1236,1035,"A",NA,NA,NA
413,53.593145,10.0149,105,11012.3,7138,1787,1035,"B",NA,NA,NA
284,53.593644,10.014627,19,5787.4,3938,624,1035,"C",NA,NA,NA
203,53.59312512,10.01500879,99,NA,451,451,1035,"D",5.27866,46.4184,-2.63226
312,53.59300375,10.01503327,108,NA,7656,1338,1035,"E",9.29002,46.2204,-0.751892
416,53.592945,10.015145,112,9068.4,7014,1237,1036,"A",NA,NA,NA
282,53.593048,10.015009,106,11025.4,7139,1788,1036,"B",NA,NA,NA
256,53.593539,10.014746,19,5806.5,3939,625,1036,"C",NA,NA,NA
243,53.59302487,10.01509169,102,NA,452,452,1036,"D",5.2913,45.1908,-2.99324
261,53.5928916,10.01513201,109,NA,7657,1339,1036,"E",9.30407,47.0268,-0.602075
372,53.592838,10.015222,111,9081.4,7015,1238,1037,"A",NA,NA,NA
335,53.592947,10.015108,107,11038.3,7140,1789,1037,"B",NA,NA,NA
356,53.593431,10.014847,95,5826,3940,626,1037,"C",NA,NA,NA
271,53.59292102,10.01516562,102,NA,453,453,1037,"D",5.30386,45.1152,-2.05577
208,53.59277719,10.01520996,110,NA,7658,1340,1037,"E",9.31778,49.3092,-0.747954
434,53.592728,10.01529,105,9094.8,7016,1239,1038,"A",NA,NA,NA
191,53.592847,10.015201,103,11051.2,7141,1790,1038,"B",NA,NA,NA
226,53.593317,10.014925,100,5844.7,3941,627,1038,"C",NA,NA,NA
217,53.59280812,10.01523754,104,NA,454,454,1038,"D",5.31721,46.7568,-1.75615
202,53.59265749,10.01527785,110,NA,7659,1341,1038,"E",9.33182,48.4704,-0.747954
390,53.592606,10.015356,105,9109,7017,1240,1039,"A",NA,NA,NA
92,53.592735,10.015276,89,11064.6,7142,1791,1039,"B",NA,NA,NA
16,53.593211,10.01501,87,5856.7,3942,628,1039,"C",NA,NA,NA
104,53.59269194,10.01530543,89,NA,455,455,1039,"D",5.3308,45.81,-1.47566
159,53.59253696,10.01533158,109,NA,7660,1342,1039,"E",9.34569,48.2688,-0.735417
310,53.59248,10.015411,105,9123.4,7018,1241,1040,"A",NA,NA,NA
28,53.592618,10.015347,85,11078.5,7143,1792,1040,"B",NA,NA,NA
0,53.593083,10.015082,71,5872.6,3943,629,1040,"C",NA,NA,NA
0,53.59257745,10.01536125,71,NA,456,456,1040,"D",5.34411,43.9704,-0.595847
94,53.59241568,10.0153833,109,NA,7661,1343,1040,"E",9.3596,47.2968,-0.443048
80,53.592358,10.015454,93,9137.4,7019,1242,1041,"A",NA,NA,NA
22,53.592502,10.0154,66,11091.8,7144,1793,1041,"B",NA,NA,NA
0,53.59296,10.015155,64,5885.2,3944,630,1041,"C",NA,NA,NA
0,53.59247041,10.01540325,58,NA,457,457,1041,"D",5.35636,42.246,-0.163886
39,53.59229984,10.01543627,109,NA,7662,1344,1041,"E",9.37293,44.7408,-0.743122
0,53.592236,10.015494,71,9150.8,7020,1243,1042,"A",NA,NA,NA
17,53.59238,10.015433,49,11105.5,7145,1794,1042,"B",NA,NA,NA
0,53.592831,10.015203,63,5900.7,3945,631,1042,"C",NA,NA,NA
0,53.59236186,10.01543845,42,NA,458,458,1042,"D",5.36874,41.6484,-0.632234
0,53.59219079,10.01548329,75,NA,7663,1345,1042,"E",9.38546,40.2084,-0.75728
0,53.592125,10.015546,48,9163.7,7021,1244,1043,"A",NA,NA,NA
11,53.59226,10.01546,33,11118.9,7146,1795,1043,"B",NA,NA,NA
0,53.592681,10.015244,62,5915.1,3946,632,1043,"C",NA,NA,NA
0,53.59225533,10.01547374,22,NA,459,459,1043,"D",5.38084,37.5732,-0.814441
0,53.59209607,10.01553183,78,NA,7664,1346,1043,"E",9.39647,37.656,-0.938937
3,53.59203,10.015633,31,9175.9,7022,1245,1044,"A",NA,NA,NA
5,53.592153,10.01548,16,11130.8,7147,1796,1044,"B",NA,NA,NA
12,53.592536,10.01531,58,5927.6,3947,633,1044,"C",NA,NA,NA
0,53.59215978,10.01551699,2,NA,460,460,1044,"D",5.39192,35.6256,-1.89747
0,53.59201401,10.01560466,0,NA,7665,1347,1044,"E",9.40674,34.7652,-1.13367
13,53.591965,10.01576,27,9187.4,7023,1246,1045,"A",NA,NA,NA
0,53.592053,10.015523,0,11142.5,7148,1797,1045,"B",NA,NA,NA
12,53.592384,10.01538,58,5943.3,3948,634,1045,"C",NA,NA,NA
0,53.5920752,10.01558371,0,NA,461,461,1045,"D",5.40228,34.0848,-2.43801
0,53.59195651,10.015721,0,NA,7666,1348,1045,"E",9.41664,34.1964,-1.18441
24,53.591923,10.015923,23,9199.2,7024,1247,1046,"A",NA,NA,NA
0,53.591975,10.015604,0,11153,7149,1798,1046,"B",NA,NA,NA
12,53.592261,10.015451,23,5959.1,3949,635,1046,"C",NA,NA,NA
0,53.59201393,10.01568639,7,NA,462,462,1046,"D",5.41194,34.8228,-2.84028
460,53.59191519,10.01586677,105,NA,7667,1349,1046,"E",9.42729,38.0232,-1.18441
514,53.591896,10.0161,84,9211.3,7025,1248,1047,"A",NA,NA,NA
270,53.591921,10.015722,47,11162.8,7150,1799,1047,"B",NA,NA,NA
8,53.592179,10.015563,21,5976.6,3950,636,1047,"C",NA,NA,NA
177,53.59197764,10.01582871,86,NA,463,463,1047,"D",5.42228,38.0556,-3.86408
801,53.5918882,10.01602912,102,NA,7668,1350,1047,"E",9.43845,40.2408,-1.03853
542,53.591877,10.01628,81,9223.4,7026,1249,1048,"A",NA,NA,NA
792,53.591888,10.015879,101,11173.9,7151,1800,1048,"B",NA,NA,NA
454,53.592139,10.015715,21,5992.7,3951,637,1048,"C",NA,NA,NA
729,53.59195366,10.01599023,85,NA,464,464,1048,"D",5.43332,40.3308,-4.52602
879,53.59187219,10.01620883,105,NA,7669,1351,1048,"E",9.45048,42.66,-1.20479
636,53.591862,10.016469,83,9236,7027,1250,1049,"A",NA,NA,NA
925,53.591862,10.016061,104,11186.3,7152,1801,1049,"B",NA,NA,NA
908,53.592099,10.015862,21,6006.5,3952,638,1049,"C",NA,NA,NA
1005,53.59193841,10.01616265,94,NA,465,465,1049,"D",5.4449,41.7852,-4.89698
845,53.59186415,10.01640111,107,NA,7670,1352,1049,"E",9.46324,45.4824,-1.21732
646,53.59185,10.016665,85,9249,7028,1251,1050,"A",NA,NA,NA
917,53.591847,10.016262,106,11199.8,7153,1802,1050,"B",NA,NA,NA
846,53.592068,10.016025,80,6018.7,3953,639,1050,"C",NA,NA,NA
987,53.59192316,10.01634873,97,NA,466,466,1050,"D",5.45734,45.81,-5.84059
834,53.59186079,10.01659616,109,NA,7671,1353,1050,"E",9.47614,48.6072,-1.51615
610,53.591839,10.016873,89,9262.9,7029,1252,1051,"A",NA,NA,NA
882,53.591835,10.016473,106,11213.8,7154,1803,1051,"B",NA,NA,NA
868,53.592055,10.016211,89,6029.9,3954,640,1051,"C",NA,NA,NA
791,53.59190798,10.01654419,105,NA,467,467,1051,"D",5.47036,47.052,-6.30142
754,53.59185132,10.01680059,113,NA,7672,1354,1051,"E",9.48972,49.176,-1.36335
547,53.591812,10.017079,90,9276.9,7030,1253,1052,"A",NA,NA,NA
785,53.591823,10.016674,108,11227.2,7155,1804,1052,"B",NA,NA,NA
822,53.592043,10.016412,92,6041.5,3955,641,1052,"C",NA,NA,NA
651,53.5918934,10.01674871,109,NA,468,468,1052,"D",5.48402,48.672,-6.56396
714,53.59183892,10.0170109,115,NA,7673,1355,1052,"E",9.50371,50.2848,-1.34669
433,53.591785,10.017292,96,9291.3,7031,1254,1053,"A",NA,NA,NA
488,53.591816,10.016879,113,11240.8,7156,1805,1053,"B",NA,NA,NA
516,53.592017,10.016623,97,6051.8,3956,642,1053,"C",NA,NA,NA
502,53.59188108,10.01696127,109,NA,469,469,1053,"D",5.49817,50.994,-6.23339
689,53.59182593,10.01722539,117,NA,7674,1356,1053,"E",9.51798,50.958,-1.44535
450,53.59177,10.017515,101,9306.2,7032,1255,1054,"A",NA,NA,NA
479,53.5918,10.017092,114,11255,7157,1806,1054,"B",NA,NA,NA
516,53.592009,10.016821,96,6060,3957,643,1054,"C",NA,NA,NA
345,53.59186591,10.01717862,114,NA,470,470,1054,"D",5.51267,51.7356,-5.15036
552,53.59181461,10.01744743,117,NA,7675,1357,1054,"E",9.53274,52.4016,-1.6571
416,53.591759,10.017736,102,9320.9,7033,1256,1055,"A",NA,NA,NA
590,53.591787,10.017308,116,11269.3,7158,1807,1055,"B",NA,NA,NA
546,53.591993,10.017018,96,6070.2,3958,644,1055,"C",NA,NA,NA
400,53.59185241,10.0174004,108,NA,471,471,1055,"D",5.5274,52.218,-3.99205
426,53.59180304,10.01767055,118,NA,7676,1358,1055,"E",9.54757,51.8652,-1.72479
451,53.591751,10.017959,102,9335.6,7034,1257,1056,"A",NA,NA,NA
573,53.59178,10.017527,118,11283.8,7159,1808,1056,"B",NA,NA,NA
446,53.591966,10.017245,97,6080.6,3959,645,1056,"C",NA,NA,NA
370,53.5918442,10.01762244,107,NA,472,472,1056,"D",5.54217,53.082,-2.95687
416,53.59178846,10.01790566,118,NA,7677,1359,1056,"E",9.56322,53.208,-1.85259
439,53.591736,10.018179,103,9350.3,7035,1258,1057,"A",NA,NA,NA
534,53.591772,10.017757,120,11299.1,7160,1809,1057,"B",NA,NA,NA
446,53.591944,10.017476,98,6094.5,3960,646,1057,"C",NA,NA,NA
334,53.59183246,10.0178594,109,NA,473,473,1057,"D",5.55786,53.9136,-2.57001
410,53.59177781,10.0181453,115,NA,7678,1360,1057,"E",9.57913,53.3412,-2.104
438,53.591724,10.018399,103,9365,7036,1259,1058,"A",NA,NA,NA
351,53.591764,10.017993,117,11314.8,7161,1810,1058,"B",NA,NA,NA
216,53.591927,10.017708,99,6110.8,3961,647,1058,"C",NA,NA,NA
237,53.59182106,10.01809174,105,NA,474,474,1058,"D",5.57333,54.702,-2.20769
372,53.59176734,10.01838083,112,NA,7679,1361,1058,"E",9.59477,54.2808,-2.06562
350,53.591713,10.01862,104,9379.6,7037,1260,1059,"A",NA,NA,NA
350,53.591753,10.018219,112,11329.8,7162,1811,1059,"B",NA,NA,NA
346,53.5919,10.01795,99,6127.7,3962,648,1059,"C",NA,NA,NA
160,53.59180883,10.01832618,105,NA,475,475,1059,"D",5.5889,54.18,-1.68956
342,53.59175946,10.018611,112,NA,7680,1362,1059,"E",9.61003,53.5752,-2.171
211,53.591705,10.01884,104,9394.3,7038,1261,1060,"A",NA,NA,NA
263,53.591732,10.018435,110,11344.3,7163,1812,1060,"B",NA,NA,NA
264,53.591875,10.018198,99,6144.9,3963,649,1060,"C",NA,NA,NA
87,53.59179516,10.01855945,99,NA,476,476,1060,"D",5.60444,53.8992,-1.43257
320,53.59174948,10.01884812,112,NA,7681,1363,1060,"E",9.62577,53.8452,-2.14303
105,53.591698,10.019061,99,9409,7039,1262,1061,"A",NA,NA,NA
135,53.591715,10.018687,92,11361.1,7164,1813,1061,"B",NA,NA,NA
140,53.59185,10.018439,95,6162.7,3964,650,1061,"C",NA,NA,NA
11,53.59178762,10.01878777,64,NA,477,477,1061,"D",5.61959,52.8048,-1.4998
387,53.59173733,10.01908139,113,NA,7682,1364,1061,"E",9.64128,54.4824,-2.1247
111,53.591682,10.019273,91,9423,7040,1263,1062,"A",NA,NA,NA
237,53.591705,10.018911,110,11376,7165,1814,1062,"B",NA,NA,NA
72,53.591832,10.018671,85,6180.3,3965,651,1062,"C",NA,NA,NA
18,53.59178075,10.01901149,49,NA,478,478,1062,"D",5.63444,51.4476,-1.45287
403,53.59172425,10.0193155,112,NA,7683,1365,1062,"E",9.65684,54.8856,-2.23882
384,53.591675,10.019481,99,9436.9,7041,1264,1063,"A",NA,NA,NA
246,53.591691,10.019136,110,11391,7166,1815,1063,"B",NA,NA,NA
0,53.591819,10.018898,72,6197.4,3966,652,1063,"C",NA,NA,NA
65,53.59177614,10.01922782,61,NA,479,479,1063,"D",5.64875,50.544,-2.01192
341,53.59171059,10.01955296,112,NA,7684,1366,1063,"E",9.67263,53.442,-2.08516
485,53.591667,10.019693,98,9451,7042,1265,1064,"A",NA,NA,NA
277,53.591679,10.019353,110,11405.3,7167,1816,1064,"B",NA,NA,NA
294,53.591813,10.019116,72,6213.7,3967,653,1064,"C",NA,NA,NA
155,53.59176851,10.01945037,108,NA,480,480,1064,"D",5.66351,52.092,-2.55393
341,53.59170355,10.01978573,113,NA,7685,1367,1064,"E",9.68806,53.7768,-1.8083
591,53.591656,10.019903,89,9464.9,7043,1266,1065,"A",NA,NA,NA
295,53.591669,10.019574,110,11420,7168,1817,1065,"B",NA,NA,NA
218,53.591804,10.019335,72,6230.2,3968,654,1065,"C",NA,NA,NA
170,53.59176096,10.01966989,105,NA,481,481,1065,"D",5.67805,52.0092,-2.55393
392,53.59169609,10.02001279,113,NA,7686,1368,1065,"E",9.70312,53.7444,-1.80417
672,53.591652,10.020109,86,9478.6,7044,1267,1066,"A",NA,NA,NA
365,53.591659,10.019804,110,11435.3,7169,1818,1066,"B",NA,NA,NA
144,53.591796,10.019556,95,6246.6,3969,655,1066,"C",NA,NA,NA
195,53.59175242,10.01989611,106,NA,482,482,1066,"D",5.69308,52.5852,-2.42087
368,53.59168519,10.02024128,113,NA,7687,1369,1066,"E",9.71829,54.3168,-1.80821
583,53.59166,10.020328,88,9493,7045,1268,1067,"A",NA,NA,NA
517,53.591645,10.020034,110,11450.7,7170,1819,1067,"B",NA,NA,NA
244,53.59179,10.019778,96,6261.6,3970,656,1067,"C",NA,NA,NA
245,53.59174001,10.02012318,107,NA,483,483,1067,"D",5.70817,51.8184,-2.02325
294,53.59167463,10.02047614,113,NA,7688,1370,1067,"E",9.73388,55.3572,-1.68509
336,53.591656,10.020543,91,9507.4,7046,1269,1068,"A",NA,NA,NA
406,53.591637,10.020255,112,11465.3,7171,1820,1068,"B",NA,NA,NA
286,53.591782,10.019996,97,6276.5,3971,657,1068,"C",NA,NA,NA
311,53.59172819,10.02035201,107,NA,484,484,1068,"D",5.72338,53.6976,-1.89176
264,53.59166642,10.0207074,110,NA,7689,1371,1068,"E",9.74922,54.72,-1.68759
330,53.59166,10.020762,93,9522,7047,1270,1069,"A",NA,NA,NA
393,53.591638,10.020479,112,11480.1,7172,1821,1069,"B",NA,NA,NA
350,53.591772,10.020215,98,6291.2,3972,658,1069,"C",NA,NA,NA
336,53.59172651,10.02058351,110,NA,485,485,1069,"D",5.73872,53.2332,-2.2829
209,53.59165804,10.02094142,108,NA,7690,1372,1069,"E",9.76474,55.4256,-1.55434
156,53.591663,10.020996,99,9537.4,7048,1271,1070,"A",NA,NA,NA
525,53.59164,10.020709,113,11495.4,7173,1822,1070,"B",NA,NA,NA
242,53.591769,10.020431,98,6305.2,3973,659,1070,"C",NA,NA,NA
305,53.59171889,10.02081343,110,NA,486,486,1070,"D",5.75396,54.468,-2.15926
117,53.59165217,10.02117544,107,NA,7691,1373,1070,"E",9.78025,54.1152,-1.55622
87,53.59166,10.021223,93,9552.5,7049,1272,1071,"A",NA,NA,NA
488,53.591636,10.020943,115,11510.9,7174,1823,1071,"B",NA,NA,NA
388,53.591762,10.020659,99,6318.8,3974,660,1071,"C",NA,NA,NA
287,53.59171059,10.0210498,109,NA,487,487,1071,"D",5.76964,56.1024,-1.6312
33,53.59164286,10.02140452,107,NA,7692,1374,1071,"E",9.79545,53.6112,-1.55885
222,53.591648,10.021448,97,9567.4,7050,1273,1072,"A",NA,NA,NA
352,53.591634,10.021187,103,11527,7175,1824,1072,"B",NA,NA,NA
264,53.591753,10.02089,97,6332.7,3975,661,1072,"C",NA,NA,NA
258,53.59169818,10.02129153,106,NA,488,488,1072,"D",5.7857,55.1808,-1.21702
23,53.59162811,10.02162991,94,NA,7693,1375,1072,"E",9.81045,53.3736,-1.43511
291,53.591633,10.021667,98,9582.1,7051,1274,1073,"A",NA,NA,NA
274,53.591634,10.021427,84,11543,7176,1825,1073,"B",NA,NA,NA
0,53.591737,10.021127,97,6347.2,3976,662,1073,"C",NA,NA,NA
138,53.591681,10.02152874,86,NA,489,489,1073,"D",5.80155,54.126,-1.28889
100,53.59160741,10.02185186,91,NA,7694,1376,1073,"E",9.82532,52.2684,-1.30845
221,53.591606,10.021892,97,9597.2,7052,1275,1074,"A",NA,NA,NA
196,53.591619,10.021655,64,11558.1,7177,1826,1074,"B",NA,NA,NA
0,53.591722,10.021362,45,6362.4,3977,663,1074,"C",NA,NA,NA
0,53.59165753,10.0217538,58,NA,490,490,1074,"D",5.81669,53.0856,-0.878972
182,53.59158872,10.02206954,99,NA,7695,1377,1074,"E",9.83989,51.3252,-1.3161
249,53.591583,10.022109,96,9611.8,7053,1276,1075,"A",NA,NA,NA
119,53.591598,10.021873,45,11572.8,7178,1827,1075,"B",NA,NA,NA
0,53.591705,10.021579,25,6378.4,3978,664,1075,"C",NA,NA,NA
0,53.59163088,10.02196997,52,NA,491,491,1075,"D",5.83132,51.8904,-0.605559
260,53.59156282,10.02228286,100,NA,7696,1378,1075,"E",9.8543,51.3612,-1.05051
199,53.59156,10.022318,101,9625.9,7054,1277,1076,"A",NA,NA,NA
117,53.591575,10.022101,42,11588.2,7179,1828,1076,"B",NA,NA,NA
14,53.591679,10.021799,21,6394.1,3979,665,1076,"C",NA,NA,NA
133,53.59160087,10.02218572,76,NA,492,492,1076,"D",5.84593,50.2884,-0.875517
282,53.59153139,10.02249358,101,NA,7697,1379,1076,"E",9.86868,51.0588,-1.05775
169,53.59153,10.02253,100,9640.3,7055,1278,1077,"A",NA,NA,NA
477,53.591544,10.022314,108,11602.6,7180,1829,1077,"B",NA,NA,NA
372,53.59165,10.022014,21,6409.1,3980,666,1077,"C",NA,NA,NA
329,53.59157631,10.022379,111,NA,493,493,1077,"D",5.85903,51.372,-1.12047
205,53.59149627,10.02269785,100,NA,7698,1380,1077,"E",9.88276,49.8132,-0.929461
289,53.591499,10.022735,100,9654.3,7056,1279,1078,"A",NA,NA,NA
310,53.591514,10.022523,107,11616.9,7181,1830,1078,"B",NA,NA,NA
308,53.591623,10.022226,21,6424.1,3981,667,1078,"C",NA,NA,NA
370,53.59154211,10.02261688,110,NA,494,494,1078,"D",5.87524,51.1344,-1.37534
199,53.59146223,10.02290354,94,NA,7699,1381,1078,"E",9.8969,50.3856,-0.940528
356,53.591461,10.022934,103,9668.2,7057,1280,1079,"A",NA,NA,NA
214,53.591485,10.022727,106,11630.7,7182,1831,1079,"B",NA,NA,NA
220,53.591589,10.022448,90,6439.3,3982,668,1079,"C",NA,NA,NA
368,53.59150951,10.022825,110,NA,495,495,1079,"D",5.88949,51.4368,-1.68596
350,53.59142351,10.02310814,100,NA,7700,1382,1079,"E",9.91111,51.5628,-0.811666
260,53.591427,10.023137,104,9682.3,7058,1281,1080,"A",NA,NA,NA
227,53.591456,10.022926,105,11644.3,7183,1832,1080,"B",NA,NA,NA
