time,cadence,heartrate,km,kph,nm,power,altitude,lon,lat,headwind,grade,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1103,94,0,13.1828,39.7764,0,591,25.4,10.01533066,53.59243001,0,6.04486,-255,0,-255,0,0,0,0,0,0,0,0
1104,98,0,13.1941,41.4252,0,579,26,10.01529152,53.59252808,0,6.06298,-255,0,-255,0,0,0,0,0,0,0,0
1105,97,0,13.2062,41.5584,0,418,25.6,10.01524139,53.59263226,0,5.55335,-255,0,-255,0,0,0,0,0,0,0,0
1106,101,0,13.2186,43.7472,0,348,25.8,10.01517979,53.59273905,0,5.90504,-255,0,-255,0,0,0,0,0,0,0,0
1107,102,0,13.2304,41.0976,0,346,25.8,10.01511499,53.59283695,0,5.4892,-255,0,-255,0,0,0,0,0,0,0,0
1108,102,0,13.2415,39.1248,0,296,25.2,10.0150481,53.5929268,0,4.32742,-255,0,-255,0,0,0,0,0,0,0,0
1109,102,0,13.2529,40.0716,0,338,25.2,10.01497518,53.59302035,0,3.00142,-255,0,-255,0,0,0,0,0,0,0,0
1110,101,0,13.2642,40.6188,0,351,26,10.01490075,53.59311037,0,2.43554,-255,0,-255,0,0,0,0,0,0,0,0
1111,102,0,13.2763,42.39,0,364,26,10.01481232,53.59320575,0,1.26369,-255,0,-255,0,0,0,0,0,0,0,0
1112,102,0,13.288,41.1732,0,326,26,10.01471719,53.59329477,0,0.896039,-255,0,-255,0,0,0,0,0,0,0,0
1113,100,0,13.2992,39.402,0,387,26,10.01461895,53.59337867,0,0.525327,-255,0,-255,0,0,0,0,0,0,0,0
1114,101,0,13.3103,39.1716,0,460,26,10.01452315,53.59345973,0,0,-255,0,-255,0,0,0,0,0,0,0,0
1115,102,0,13.3218,41.1732,0,429,26.2,10.01442273,53.59354346,0,0.499487,-255,0,-255,0,0,0,0,0,0,0,0
1116,104,0,13.3332,40.7196,0,464,27,10.01432014,53.59362619,0,1.03899,-255,0,-255,0,0,0,0,0,0,0,0
1117,104,0,13.3447,40.9284,0,430,27.6,10.01421352,53.59370682,0,1.56028,-255,0,-255,0,0,0,0,0,0,0,0
1118,102,0,13.3566,41.292,0,364,28,10.01410497,53.59379156,0,2.44039,-255,0,-255,0,0,0,0,0,0,0,0
1119,103,0,13.3682,41.0868,0,344,28.2,10.01399936,53.59387538,0,2.61296,-255,0,-255,0,0,0,0,0,0,0,0
1120,102,0,13.3796,40.4208,0,384,28.4,10.01389828,53.59395954,0,2.08032,-255,0,-255,0,0,0,0,0,0,0,0
1121,102,0,13.3909,39.15,0,373,28.8,10.01380457,53.59404344,0,2.43462,-255,0,-255,0,0,0,0,0,0,0,0
1122,102,0,13.4017,37.9548,0,350,29.2,10.01372008,53.59412718,0,2.80466,-255,0,-255,0,0,0,0,0,0,0,0
1123,102,0,13.4125,38.1168,0,387,29.4,10.0136381,53.59421125,0,2.99002,-255,0,-255,0,0,0,0,0,0,0,0
1124,103,0,13.4232,37.44,0,279,29.6,10.01356551,53.5942959,0,3.17763,-255,0,-255,0,0,0,0,0,0,0,0
1125,102,0,13.4337,36.9468,0,305,30,10.01350072,53.5943835,0,3.38339,-255,0,-255,0,0,0,0,0,0,0,0
1126,102,0,13.4443,36.7992,0,319,30,10.01344356,53.59447226,0,2.68286,-255,0,-255,0,0,0,0,0,0,0,0
1127,103,0,13.4555,40.7988,0,334,29.6,10.01339176,53.59456522,0,1.80346,-255,0,-255,0,0,0,0,0,0,0,0
1128,103,0,13.4668,39.3948,0,270,29.4,10.01334641,53.59466379,0,1.28819,-255,0,-255,0,0,0,0,0,0,0,0
1129,102,0,13.4776,38.2284,0,269,29.6,10.01330802,53.59475859,0,1.30048,-255,0,-255,0,0,0,0,0,0,0,0
1130,104,0,13.4881,38.0376,0,225,30,10.01327919,53.59485112,0,1.50772,-255,0,-255,0,0,0,0,0,0,0,0
1131,105,0,13.4988,36.846,0,196,30,10.01326846,53.59494626,0,1.15343,-255,0,-255,0,0,0,0,0,0,0,0
1132,82,0,13.5092,36.1548,0,40,30,10.01327139,53.59503971,0,0.783385,-255,0,-255,0,0,0,0,0,0,0,0
1133,41,0,13.5187,33.4692,0,0,30.4,10.01328765,53.59512563,0,1.01774,-255,0,-255,0,0,0,0,0,0,0,0
1134,0,0,13.5278,31.536,0,0,30.6,10.01331624,53.59520526,0,1.05065,-255,0,-255,0,0,0,0,0,0,0,0
1135,0,0,13.5363,28.908,0,0,31,10.01335069,53.59527885,0,1.14114,-255,0,-255,0,0,0,0,0,0,0,0
1136,57,0,13.5434,23.9004,0,9,31,10.01338405,53.5953402,0,1.14114,-255,0,-255,0,0,0,0,0,0,0,0
1137,47,0,13.5491,19.4832,0,8,31,10.01340978,53.59538832,0,1.49925,-255,0,-255,0,0,0,0,0,0,0,0
1138,15,0,13.5537,15.21,0,3,31,10.01343484,53.59542847,0,1.67639,-255,0,-255,0,0,0,0,0,0,0,0
1139,0,0,13.5579,10.6848,0,0,31,10.01347164,53.5954594,0,1.49154,-255,0,-255,0,0,0,0,0,0,0,0
1140,18,0,13.561,6.9012,0,7,31,10.01350793,53.59547423,0,1.11023,-255,0,-255,0,0,0,0,0,0,0,0
1141,45,0,13.5631,6.1884,0,172,31,10.01352981,53.5954682,0,1.11023,-255,0,-255,0,0,0,0,0,0,0,0
1142,71,0,13.5669,13.554,0,498,31,10.01352536,53.59543459,0,1.11023,-255,0,-255,0,0,0,0,0,0,0,0
1143,84,0,13.572,19.6236,0,909,31,10.01350307,53.59539033,0,0.690518,-255,0,-255,0,0,0,0,0,0,0,0
1144,92,0,13.5784,23.9112,0,804,31,10.01346946,53.5953366,0,0.469994,-255,0,-255,0,0,0,0,0,0,0,0
1145,93,0,13.5854,26.3376,0,703,31,10.01343015,53.59528044,0,0,-255,0,-255,0,0,0,0,0,0,0,0
1146,92,0,13.5934,28.3068,0,833,30.6,10.01339369,53.5952102,0,-0.49939,-255,0,-255,0,0,0,0,0,0,0,0
1147,97,0,13.6018,30.0168,0,680,30.4,10.01336812,53.59513611,0,-0.738895,-255,0,-255,0,0,0,0,0,0,0,0
1148,99,0,13.611,33.4692,0,643,30,10.01335764,53.59505363,0,-1.17087,-255,0,-255,0,0,0,0,0,0,0,0
1149,103,0,13.6215,36.5508,0,688,30,10.01336435,53.59496126,0,-1.17087,-255,0,-255,0,0,0,0,0,0,0,0
1150,103,0,13.6324,38.4768,0,387,29.8,10.01337608,53.59486319,0,-1.35419,-255,0,-255,0,0,0,0,0,0,0,0
1151,104,0,13.6452,42.7572,0,332,29.2,10.01340936,53.59475004,0,-1.82366,-255,0,-255,0,0,0,0,0,0,0,0
1152,105,0,13.6587,43.2,0,319,29.4,10.01345118,53.59463227,0,-1.67562,-255,0,-255,0,0,0,0,0,0,0,0
1153,106,0,13.6715,42.8976,0,355,29.8,10.01349343,53.59451886,0,-1.36385,-255,0,-255,0,0,0,0,0,0,0,0
1154,106,0,13.684,45.4104,0,401,29.8,10.0135423,53.59441023,0,-1.36385,-255,0,-255,0,0,0,0,0,0,0,0
1155,106,0,13.6962,44.262,0,380,29.6,10.01360348,53.59430697,0,-1.52751,-255,0,-255,0,0,0,0,0,0,0,0
1156,108,0,13.7087,44.7876,0,299,29.2,10.01368009,53.59420479,0,-1.34762,-255,0,-255,0,0,0,0,0,0,0,0
1157,109,0,13.7211,44.6976,0,345,29,10.01376534,53.59410589,0,-1.2694,-255,0,-255,0,0,0,0,0,0,0,0
1158,107,0,13.7335,44.55,0,350,28.6,10.01385855,53.59400824,0,-1.15974,-255,0,-255,0,0,0,0,0,0,0,0
1159,104,0,13.7455,42.8076,0,387,28.2,10.01395829,53.59391654,0,-1.49226,-255,0,-255,0,0,0,0,0,0,0,0
1160,104,0,13.7584,44.6688,0,360,28,10.01406801,53.59382099,0,-1.46423,-255,0,-255,0,0,0,0,0,0,0,0
1161,106,0,13.7714,45.4572,0,399,27.8,10.01418217,53.59372786,0,-1.14943,-255,0,-255,0,0,0,0,0,0,0,0
1162,106,0,13.7844,44.0064,0,348,27,10.01430606,53.5936365,0,-1.91239,-255,0,-255,0,0,0,0,0,0,0,0
1163,105,0,13.7972,44.9496,0,309,26.2,10.0144177,53.59354279,0,-2.84674,-255,0,-255,0,0,0,0,0,0,0,0
1164,105,0,13.8098,44.9388,0,290,26,10.01453379,53.59345294,0,-3.00597,-255,0,-255,0,0,0,0,0,0,0,0
1165,106,0,13.822,42.8256,0,276,26,10.01464728,53.59336836,0,-2.84231,-255,0,-255,0,0,0,0,0,0,0,0
1166,106,0,13.8343,43.7616,0,268,26,10.01475466,53.59327876,0,-2.52281,-255,0,-255,0,0,0,0,0,0,0,0
1167,105,0,13.8469,44.9064,0,258,26,10.01485943,53.59318245,0,-2.36153,-255,0,-255,0,0,0,0,0,0,0,0
1168,105,0,13.8599,46.2132,0,352,25.4,10.01496085,53.59308346,0,-2.50179,-255,0,-255,0,0,0,0,0,0,0,0
1169,105,0,13.8727,43.9092,0,329,24.8,10.01505213,53.59298246,0,-2.63842,-255,0,-255,0,0,0,0,0,0,0,0
1170,106,0,13.8854,45.5472,0,355,25.4,10.01513167,53.59287718,0,-2.01295,-255,0,-255,0,0,0,0,0,0,0,0
1171,106,0,13.8981,44.5284,0,346,25.8,10.01520141,53.59277199,0,-1.54356,-255,0,-255,0,0,0,0,0,0,0,0
1172,106,0,13.911,45.8136,0,342,25.6,10.01526855,53.59266185,0,-1.08453,-255,0,-255,0,0,0,0,0,0,0,0
1173,107,0,13.924,46.4868,0,281,26,10.01532923,53.59255029,0,-0.154708,-255,0,-255,0,0,0,0,0,0,0,0
1174,107,0,13.937,47.2572,0,239,25.6,10.01537911,53.59243747,0,-0.302686,-255,0,-255,0,0,0,0,0,0,0,0
1175,110,0,13.9512,45.3132,0,176,25.2,10.01542672,53.59231333,0,-0.584586,-255,0,-255,0,0,0,0,0,0,0,0
1176,74,0,13.9655,42.1164,0,44,24.2,10.01547667,53.59218886,0,-1.28337,-255,0,-255,0,0,0,0,0,0,0,0
1177,29,0,13.9777,39.168,0,17,22.6,10.01552906,53.59208501,0,-2.59064,-255,0,-255,0,0,0,0,0,0,0,0
1178,0,0,13.9894,38.8548,0,0,21.4,10.01561908,53.59199541,0,-3.1554,-255,0,-255,0,0,0,0,0,0,0,0
1179,36,0,14.0007,40.7664,0,46,20.8,10.01575269,53.5919343,0,-3.22055,-255,0,-255,0,0,0,0,0,0,0,0
1180,98,0,14.0124,42.6636,0,415,20.6,10.01592016,53.59190262,0,-3.86154,-255,0,-255,0,0,0,0,0,0,0,0
1181,100,0,14.0249,44.9352,0,932,19.8,10.01610649,53.59188125,0,-4.81521,-255,0,-255,0,0,0,0,0,0,0,0
1182,100,0,14.0379,47.0376,0,885,19.4,10.01630078,53.59186775,0,-4.96773,-255,0,-255,0,0,0,0,0,0,0,0
1183,99,0,14.0517,49.482,0,603,18.6,10.0165089,53.59185727,0,-5.85134,-255,0,-255,0,0,0,0,0,0,0,0
1184,99,0,14.0663,49.0896,0,407,18,10.01672633,53.59183716,0,-5.95678,-255,0,-255,0,0,0,0,0,0,0,0
1185,96,0,14.0802,49.0644,0,136,18,10.01693638,53.59182945,0,-5.67489,-255,0,-255,0,0,0,0,0,0,0,0
1186,104,0,14.0941,48.8052,0,138,18,10.01714526,53.59182106,0,-4.9761,-255,0,-255,0,0,0,0,0,0,0,0
1187,107,0,14.1076,48.2004,0,209,18,10.01734936,53.59181042,0,-3.66883,-255,0,-255,0,0,0,0,0,0,0,0
1188,107,0,14.1214,49.7052,0,287,18,10.01755614,53.59180204,0,-2.64149,-255,0,-255,0,0,0,0,0,0,0,0
1189,108,0,14.1351,50.3892,0,349,18,10.01776275,53.59179081,0,-2.10718,-255,0,-255,0,0,0,0,0,0,0,0
1190,113,0,14.1498,51.8832,0,502,18,10.01798353,53.59177991,0,-1.93639,-255,0,-255,0,0,0,0,0,0,0,0
1191,110,0,14.1644,52.8588,0,363,18,10.01820347,53.59177228,0,-1.29744,-255,0,-255,0,0,0,0,0,0,0,0
1192,105,0,14.1793,53.0928,0,245,17.4,10.01842836,53.59176298,0,-1.39117,-255,0,-255,0,0,0,0,0,0,0,0
1193,105,0,14.1943,53.4312,0,215,16.8,10.0186545,53.59174856,0,-1.21348,-255,0,-255,0,0,0,0,0,0,0,0
1194,106,0,14.2092,52.8876,0,223,15.8,10.01887738,53.5917354,0,-1.4742,-255,0,-255,0,0,0,0,0,0,0,0
1195,78,0,14.2238,52.3584,0,34,15,10.01909656,53.59171646,0,-2.02066,-255,0,-255,0,0,0,0,0,0,0,0
1196,105,0,14.2386,53.0676,0,162,14,10.01931718,53.59169902,0,-2.69679,-255,0,-255,0,0,0,0,0,0,0,0
1197,105,0,14.2539,53.4924,0,340,14,10.01954751,53.5916867,0,-2.69679,-255,0,-255,0,0,0,0,0,0,0,0
1198,109,0,14.269,53.7948,0,456,14,10.01977391,53.59167145,0,-2.69679,-255,0,-255,0,0,0,0,0,0,0,0
1199,108,0,14.2843,53.7552,0,391,14.6,10.02000349,53.59165954,0,-2.30362,-255,0,-255,0,0,0,0,0,0,0,0
1200,105,0,14.299,54.7308,0,128,15.2,10.02022485,53.59165871,0,-1.89544,-255,0,-255,0,0,0,0,0,0,0,0
1201,101,0,14.3141,54.5544,0,114,15,10.02045309,53.59165493,0,-2.0278,-255,0,-255,0,0,0,0,0,0,0,0
1202,101,0,14.3289,53.784,0,240,14.2,10.02067747,53.59165192,0,-2.1651,-255,0,-255,0,0,0,0,0,0,0,0
1203,100,0,14.3436,52.1316,0,256,14.2,10.02089943,53.59165108,0,-1.76642,-255,0,-255,0,0,0,0,0,0,0,0
1204,100,0,14.3584,53.7732,0,368,13.8,10.0211223,53.59164722,0,-1.36368,-255,0,-255,0,0,0,0,0,0,0,0
1205,100,0,14.3734,53.5428,0,272,13.2,10.02134903,53.59164085,0,-1.21669,-255,0,-255,0,0,0,0,0,0,0,0
1206,99,0,14.3884,53.3772,0,191,12.6,10.02157392,53.59162484,0,-0.941634,-255,0,-255,0,0,0,0,0,0,0,0
1207,98,0,14.4031,52.5204,0,281,12.4,10.02179461,53.5916059,0,-1.07704,-255,0,-255,0,0,0,0,0,0,0,0
1208,103,0,14.418,52.2756,0,351,12.8,10.0220164,53.59158495,0,-0.808396,-255,0,-255,0,0,0,0,0,0,0,0
1209,102,0,14.4331,52.5924,0,343,12.6,10.02223869,53.59155745,0,-1.33454,-255,0,-255,0,0,0,0,0,0,0,0
1210,105,0,14.4479,51.7284,0,195,12.8,10.02245712,53.59152694,0,-1.60832,-255,0,-255,0,0,0,0,0,0,0,0
1211,104,0,14.4625,51.9336,0,328,12.6,10.02267019,53.59149635,0,-1.61351,-255,0,-255,0,0,0,0,0,0,0,0
1212,106,0,14.477,52.5384,0,442,11.4,10.02288175,53.59146249,0,-1.89937,-255,0,-255,0,0,0,0,0,0,0,0
1213,106,0,14.4919,53.6112,0,428,10.4,10.02309247,53.5914158,0,-2.57274,-255,0,-255,0,0,0,0,0,0,0,0
1214,108,0,14.5064,54.3204,0,487,9.4,10.0232985,53.59136903,0,-2.98849,-255,0,-255,0,0,0,0,0,0,0,0
1215,109,0,14.5214,55.0224,0,395,9,10.02351458,53.59133148,0,-2.85656,-255,0,-255,0,0,0,0,0,0,0,0
1216,108,0,14.5372,55.6956,0,392,9,10.0237481,53.59129971,0,-2.45549,-255,0,-255,0,0,0,0,0,0,0,0
1217,109,0,14.5531,54.5256,0,345,9,10.02398489,53.59127792,0,-2.32009,-255,0,-255,0,0,0,0,0,0,0,0
1218,109,0,14.5689,54.3024,0,354,8.6,10.02422034,53.59125964,0,-2.8427,-255,0,-255,0,0,0,0,0,0,0,0
1219,110,0,14.5848,54.9684,0,324,8.6,10.02445964,53.59124841,0,-2.70972,-255,0,-255,0,0,0,0,0,0,0,0
1220,110,0,14.6008,54.7848,0,305,9,10.02470171,53.59124799,0,-2.5949,-255,0,-255,0,0,0,0,0,0,0,0
1221,109,0,14.6163,54.3348,0,312,9.2,10.02493397,53.5912319,0,-2.32791,-255,0,-255,0,0,0,0,0,0,0,0
1222,109,0,14.6316,54.6228,0,365,10.2,10.02516414,53.59121363,0,-0.851571,-255,0,-255,0,0,0,0,0,0,0,0
1223,108,0,14.6468,54.4212,0,399,11.4,10.02539213,53.59119837,0,0.611825,-255,0,-255,0,0,0,0,0,0,0,0
1224,108,0,14.662,54.7776,0,357,12.2,10.02561852,53.59118236,0,1.82695,-255,0,-255,0,0,0,0,0,0,0,0
1225,109,0,14.6773,54.738,0,409,12.8,10.0258481,53.59116241,0,2.48639,-255,0,-255,0,0,0,0,0,0,0,0
1226,108,0,14.6922,53.712,0,386,12.8,10.02606955,53.59114045,0,2.48639,-255,0,-255,0,0,0,0,0,0,0,0
1227,108,0,14.7069,53.3124,0,341,11.8,10.02628958,53.59112134,0,1.80888,-255,0,-255,0,0,0,0,0,0,0,0
1228,108,0,14.7216,52.7292,0,340,11.6,10.02650868,53.59110055,0,1.92661,-255,0,-255,0,0,0,0,0,0,0,0
1229,107,0,14.7358,52.3188,0,350,10.6,10.02671898,53.59107449,0,1.22089,-255,0,-255,0,0,0,0,0,0,0,0
1230,106,0,14.7506,52.3944,0,353,10.8,10.02693725,53.59104658,0,1.10672,-255,0,-255,0,0,0,0,0,0,0,0
1231,106,0,14.7653,52.5096,0,281,11.4,10.0271535,53.59101657,0,1.38542,-255,0,-255,0,0,0,0,0,0,0,0
1232,105,0,14.7791,52.2864,0,280,11.4,10.0273581,53.59099067,0,0.734398,-255,0,-255,0,0,0,0,0,0,0,0
1233,105,0,14.7936,52.7076,0,247,11.2,10.0275736,53.59096955,0,-0.193844,-255,0,-255,0,0,0,0,0,0,0,0
1234,104,0,14.8093,52.2972,0,227,11,10.02780888,53.5909568,0,-0.850232,-255,0,-255,0,0,0,0,0,0,0,0
1235,103,0,14.8249,52.5816,0,295,11,10.02804374,53.59095471,0,-1.24212,-255,0,-255,0,0,0,0,0,0,0,0
1236,104,0,14.8403,52.2468,0,362,10.4,10.02827709,53.59095932,0,-1.63073,-255,0,-255,0,0,0,0,0,0,0,0
1237,103,0,14.8555,51.9588,0,349,11,10.02850609,53.59096946,0,-0.559016,-255,0,-255,0,0,0,0,0,0,0,0
1238,104,0,14.8703,51.3972,0,280,11,10.02872737,53.59098933,0,-0.422782,-255,0,-255,0,0,0,0,0,0,0,0
1239,104,0,14.8846,49.2732,0,197,11,10.02893918,53.5910133,0,0.282938,-255,0,-255,0,0,0,0,0,0,0,0
1240,108,0,14.8984,48.0168,0,81,11,10.02914043,53.59104523,0,0.14789,-255,0,-255,0,0,0,0,0,0,0,0
1241,84,0,14.9119,47.4948,0,23,11,10.02933154,53.59108698,0,-0.260267,-255,0,-255,0,0,0,0,0,0,0,0
1242,126,0,14.9249,46.9296,0,208,11.6,10.02950739,53.59113819,0,0.199854,-255,0,-255,0,0,0,0,0,0,0,0
1243,77,0,14.9377,46.1916,0,6,11.8,10.02967712,53.59119284,0,0.495189,-255,0,-255,0,0,0,0,0,0,0,0
1244,43,0,14.949,42.4188,0,0,11.6,10.02982649,53.59124129,0,0.44662,-255,0,-255,0,0,0,0,0,0,0,0
1245,10,0,14.9606,37.998,0,0,11.4,10.02996538,53.59130558,0,0.2742,-255,0,-255,0,0,0,0,0,0,0,0
1246,0,0,14.9718,32.7204,0,0,11.2,10.03007895,53.59137875,0,0.484247,-255,0,-255,0,0,0,0,0,0,0,0
1247,11,0,14.9797,27.432,0,0,10.8,10.03015062,53.59143566,0,-0.417575,-255,0,-255,0,0,0,0,0,0,0,0
1248,8,0,14.9863,22.122,0,0,10.2,10.03020862,53.59148193,0,-1.3239,-255,0,-255,0,0,0,0,0,0,0,0
1249,0,0,14.9901,14.6952,0,0,10,10.03026185,53.59148285,0,-1.85025,-255,0,-255,0,0,0,0,0,0,0,0
1250,30,0,14.9935,16.4628,0,63,10.2,10.03028154,53.5914567,0,-1.25316,-255,0,-255,0,0,0,0,0,0,0,0
1251,62,0,14.9985,21.5316,0,436,10.6,10.03025782,53.59141672,0,-0.464255,-255,0,-255,0,0,0,0,0,0,0,0
1252,73,0,15.0055,25.7652,0,855,10.8,10.03019177,53.59136785,0,-0.63621,-255,0,-255,0,0,0,0,0,0,0,0
1253,86,0,15.0132,29.3724,0,869,11.2,10.03010049,53.59132519,0,-0.273133,-255,0,-255,0,0,0,0,0,0,0,0
1254,93,0,15.0217,31.608,0,684,11.4,10.02999413,53.59128118,0,0.136992,-255,0,-255,0,0,0,0,0,0,0,0
1255,87,0,15.0304,33.4764,0,400,11.6,10.0298798,53.59124196,0,0.538496,-255,0,-255,0,0,0,0,0,0,0,0
1256,91,0,15.0402,35.1684,0,421,11.8,10.02975256,53.59119653,0,0.921782,-255,0,-255,0,0,0,0,0,0,0,0
1257,91,0,15.0501,35.7012,0,384,12,10.02962038,53.59115495,0,1.63122,-255,0,-255,0,0,0,0,0,0,0,0
1258,89,0,15.0606,36.3456,0,440,11.6,10.02947847,53.59111338,0,2.15442,-255,0,-255,0,0,0,0,0,0,0,0
1259,92,0,15.0714,37.2744,0,515,11,10.02932676,53.59107885,0,2.1252,-255,0,-255,0,0,0,0,0,0,0,0
1260,94,0,15.0826,36.7488,0,380,11,10.02916264,53.59105471,0,1.52811,-255,0,-255,0,0,0,0,0,0,0,0
1261,90,0,15.0937,36.1908,0,508,11,10.02900096,53.59102964,0,0.739205,-255,0,-255,0,0,0,0,0,0,0,0
1262,93,0,15.1043,37.6992,0,637,11,10.02884363,53.59101062,0,0.451039,-255,0,-255,0,0,0,0,0,0,0,0
1263,94,0,15.1148,38.3868,0,608,11,10.02868747,53.59099159,0,-0.0691538,-255,0,-255,0,0,0,0,0,0,0,0
1264,96,0,15.1257,39.3516,0,593,11,10.02852621,53.5909734,0,-0.303077,-255,0,-255,0,0,0,0,0,0,0,0
1265,96,0,15.1379,38.934,0,486,10.6,10.02834474,53.59095731,0,-0.86084,-255,0,-255,0,0,0,0,0,0,0,0
1266,96,0,15.1494,39.6936,0,443,10.4,10.02817366,53.59093912,0,-1.23932,-255,0,-255,0,0,0,0,0,0,0,0
1267,98,0,15.1613,41.2416,0,530,11,10.02799446,53.59092797,0,-0.939462,-255,0,-255,0,0,0,0,0,0,0,0
1268,98,0,15.1731,42.0912,0,482,11,10.02781676,53.59093174,0,-0.556337,-255,0,-255,0,0,0,0,0,0,0,0
1269,100,0,15.1845,39.6216,0,460,11.2,10.02764435,53.5909356,0,0.174063,-255,0,-255,0,0,0,0,0,0,0,0
1270,100,0,15.1952,39.9204,0,494,10.8,10.02748358,53.59094096,0,-0.201166,-255,0,-255,0,0,0,0,0,0,0,0
1271,102,0,15.2063,41.868,0,502,11,10.02731787,53.59095488,0,-0.021154,-255,0,-255,0,0,0,0,0,0,0,0
1272,104,0,15.2186,42.192,0,372,11,10.02713732,53.59097935,0,-0.021154,-255,0,-255,0,0,0,0,0,0,0,0
1273,103,0,15.2315,43.506,0,424,10.6,10.02694781,53.5910076,0,-0.330262,-255,0,-255,0,0,0,0,0,0,0,0
1274,105,0,15.2452,43.128,0,475,10.2,10.02674488,53.59103199,0,-0.622022,-255,0,-255,0,0,0,0,0,0,0,0
1275,102,0,15.2589,43.8192,0,415,11.2,10.02654305,53.59105764,0,0.438713,-255,0,-255,0,0,0,0,0,0,0,0
1276,101,0,15.2719,46.0872,0,484,11.4,10.02635127,53.59108178,0,0.766326,-255,0,-255,0,0,0,0,0,0,0,0
1277,101,0,15.2849,45.0648,0,437,12,10.02616008,53.59110676,0,0.727267,-255,0,-255,0,0,0,0,0,0,0,0
1278,99,0,15.2991,45.3024,0,351,12.8,10.02594802,53.59112721,0,1.28944,-255,0,-255,0,0,0,0,0,0,0,0
1279,102,0,15.3131,45.7812,0,314,12.2,10.02574115,53.59115244,0,0.684807,-255,0,-255,0,0,0,0,0,0,0,0
1280,98,0,15.3257,44.7336,0,280,11.8,10.02555222,53.5911666,0,0.743572,-255,0,-255,0,0,0,0,0,0,0,0
1281,100,0,15.3378,45.5436,0,293,11,10.02536983,53.59116526,0,-0.0976189,-255,0,-255,0,0,0,0,0,0,0,0
1282,105,0,15.3507,45.4392,0,317,10.4,10.02517588,53.59117457,0,-0.56237,-255,0,-255,0,0,0,0,0,0,0,0
1283,103,0,15.3635,45.0756,0,316,9.4,10.02498351,53.59118974,0,-1.03327,-255,0,-255,0,0,0,0,0,0,0,0
1284,102,0,15.3767,44.7408,0,352,9,10.02478469,53.59120265,0,-1.04387,-255,0,-255,0,0,0,0,0,0,0,0
1285,103,0,15.3886,44.856,0,349,8.8,10.02460633,53.59120717,0,-1.94483,-255,0,-255,0,0,0,0,0,0,0,0
1286,101,0,15.401,44.6364,0,380,8.8,10.02441874,53.59121572,0,-2.09868,-255,0,-255,0,0,0,0,0,0,0,0
1287,101,0,15.4139,42.9156,0,404,8.6,10.0242252,53.59122628,0,-2.71693,-255,0,-255,0,0,0,0,0,0,0,0
1288,100,0,15.4265,42.8832,0,402,9,10.02403652,53.59123701,0,-2.96114,-255,0,-255,0,0,0,0,0,0,0,0
1289,102,0,15.4396,43.7616,0,371,9,10.02384047,53.59125688,0,-2.53134,-255,0,-255,0,0,0,0,0,0,0,0
1290,102,0,15.4523,43.5024,0,397,9,10.0236502,53.59126769,0,-2.21487,-255,0,-255,0,0,0,0,0,0,0,0
1291,103,0,15.4646,43.4664,0,325,9,10.02347007,53.591293,0,-1.5537,-255,0,-255,0,0,0,0,0,0,0,0
1292,102,0,15.4768,43.6104,0,342,9,10.02329389,53.59132628,0,-1.08895,-255,0,-255,0,0,0,0,0,0,0,0
1293,103,0,15.4891,45.1584,0,387,9.6,10.02311669,53.59135813,0,0.176912,-255,0,-255,0,0,0,0,0,0,0,0
1294,103,0,15.5014,44.8776,0,403,10.8,10.02294034,53.59139417,0,1.45173,-255,0,-255,0,0,0,0,0,0,0,0
1295,104,0,15.5138,43.9416,0,286,11.8,10.02276532,53.59143533,0,2.4284,-255,0,-255,0,0,0,0,0,0,0,0
1296,102,0,15.5256,44.2512,0,281,12.4,10.0225997,53.59147338,0,2.93857,-255,0,-255,0,0,0,0,0,0,0,0
1297,101,0,15.5381,43.6968,0,360,12.6,10.02242284,53.59151035,0,3.25383,-255,0,-255,0,0,0,0,0,0,0,0
1298,100,0,15.5508,43.2252,0,321,12.4,10.0222381,53.59154237,0,2.77851,-255,0,-255,0,0,0,0,0,0,0,0
1299,102,0,15.5629,43.3656,0,205,12.6,10.02205932,53.59156349,0,2.94434,-255,0,-255,0,0,0,0,0,0,0,0
1300,100,0,15.5751,42.5484,0,225,12.4,10.02187726,53.59157807,0,2.78041,-255,0,-255,0,0,0,0,0,0,0,0
1301,100,0,15.587,42.48,0,320,12.2,10.02169881,53.59158955,0,2.61205,-255,0,-255,0,0,0,0,0,0,0,0
1302,100,0,15.5986,41.8752,0,378,12.4,10.02152312,53.59159928,0,2.78358,-255,0,-255,0,0,0,0,0,0,0,0
1303,102,0,15.6103,41.3316,0,413,12.8,10.02134635,53.5916023,0,2.63932,-255,0,-255,0,0,0,0,0,0,0,0
1304,103,0,15.6223,41.9256,0,503,13.6,10.02116614,53.59160146,0,2.33746,-255,0,-255,0,0,0,0,0,0,0,0
1305,101,0,15.6345,42.6852,0,510,13.6,10.02098115,53.59159685,0,1.5297,-255,0,-255,0,0,0,0,0,0,0,0
1306,104,0,15.6468,42.2784,0,463,14.4,10.02079616,53.59159341,0,1.67098,-255,0,-255,0,0,0,0,0,0,0,0
1307,103,0,15.659,41.6988,0,424,14.6,10.02061294,53.59160146,0,1.67582,-255,0,-255,0,0,0,0,0,0,0,0
1308,103,0,15.6707,41.0544,0,423,15.2,10.02043549,53.59159936,0,2.34428,-255,0,-255,0,0,0,0,0,0,0,0
