time,cadence,heartrate,km,kph,nm,power,altitude,lon,lat,headwind,grade,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0.00196,5.4072,0,0,12.2,10.02538609,53.60146947,0,0,-255,0,-255,0,0,0,0,0,0,0,0
2,0,0,0.00413,4.8384,0,0,12.2,10.02541895,53.60146947,0,0,-255,0,-255,0,0,0,0,0,0,0,0
3,0,0,0.00733,5.7096,0,0,12.2,10.02546648,53.60146369,0,0,-255,0,-255,0,0,0,0,0,0,0,0
4,0,0,0.01288,8.802,0,0,12.2,10.02554728,53.60145028,0,0,-255,0,-255,0,0,0,0,0,0,0,0
5,0,0,0.01722,8.1612,0,0,12.2,10.02560402,53.6014284,0,0,-255,0,-255,0,0,0,0,0,0,0,0
6,0,0,0.02067,8.028,0,0,12.2,10.02563235,53.60139999,0,0,-255,0,-255,0,0,0,0,0,0,0,0
7,0,0,0.02392,10.044,0,0,12,10.02564258,53.60137057,0,-6.15384,-255,0,-255,0,0,0,0,0,0,0,0
8,39,0,0.02745,11.4876,0,236,12,10.02565314,53.60133838,0,0,-255,0,-255,0,0,0,0,0,0,0,0
9,34,0,0.03185,14.5116,0,219,12,10.02564484,53.60129907,0,0,-255,0,-255,0,0,0,0,0,0,0,0
10,41,0,0.03676,15.282,0,197,12,10.0256601,53.60125473,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
11,49,0,0.04258,17.568,0,238,12,10.02569648,53.60120402,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
12,56,0,0.04808,18.9792,0,263,12,10.02571173,53.60115498,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
13,62,0,0.05482,20.2212,0,276,12,10.02575347,53.60109564,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
14,69,0,0.06159,21.4992,0,278,12,10.02576998,53.60103462,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
15,71,0,0.06922,22.7412,0,127,12,10.02581349,53.60096681,0,-0.615384,-255,0,-255,0,0,0,0,0,0,0,0
16,77,0,0.07682,23.5476,0,117,11.8,10.02585146,53.60090076,0,-0.878541,-255,0,-255,0,0,0,0,0,0,0,0
17,79,0,0.08437,23.6484,0,167,11.8,10.02588213,53.60083446,0,-0.263157,-255,0,-255,0,0,0,0,0,0,0,0
18,85,0,0.0921,25.326,0,154,11.8,10.0258761,53.60076506,0,-0.263157,-255,0,-255,0,0,0,0,0,0,0,0
19,87,0,0.09959,25.362,0,186,11.8,10.02586319,53.60069825,0,-0.263157,-255,0,-255,0,0,0,0,0,0,0,0
20,89,0,0.10737,27.1764,0,248,11.6,10.02584198,53.60062944,0,-0.520227,-255,0,-255,0,0,0,0,0,0,0,0
21,91,0,0.11521,27.7128,0,243,11.4,10.02583805,53.60055895,0,-0.77533,-255,0,-255,0,0,0,0,0,0,0,0
22,94,0,0.12333,28.0476,0,197,11.4,10.0258352,53.60048594,0,-0.77533,-255,0,-255,0,0,0,0,0,0,0,0
23,95,0,0.13158,28.584,0,169,11.4,10.02583629,53.60041176,0,-0.77533,-255,0,-255,0,0,0,0,0,0,0,0
24,94,0,0.13977,28.4508,0,177,11.4,10.02584961,53.60033859,0,-0.77533,-255,0,-255,0,0,0,0,0,0,0,0
25,92,0,0.14795,28.2492,0,99,11.2,10.0258678,53.60026592,0,-1.01983,-255,0,-255,0,0,0,0,0,0,0,0
26,88,0,0.15476,27.2412,0,66,11.2,10.02587358,53.60020322,0,-0.75667,-255,0,-255,0,0,0,0,0,0,0,0
27,100,0,0.16096,25.9308,0,169,11.2,10.02590544,53.60015058,0,-0.75667,-255,0,-255,0,0,0,0,0,0,0,0
28,97,0,0.16096,24.9588,0,248,11,10.02566907,53.6001479,0,-0.75667,-255,0,-255,0,0,0,0,0,0,0,0
29,96,0,0.16096,23.7492,0,230,11,10.02558852,53.60014253,0,-0.75667,-255,0,-255,0,0,0,0,0,0,0,0
30,95,0,0.16511,23.58,0,209,10.8,10.02564778,53.60012954,0,-0.981527,-255,0,-255,0,0,0,0,0,0,0,0
31,97,0,0.17113,25.4952,0,208,10.8,10.02573076,53.60010741,0,-0.726424,-255,0,-255,0,0,0,0,0,0,0,0
32,99,0,0.17884,26.9388,0,199,10.8,10.02584215,53.60008679,0,-0.726424,-255,0,-255,0,0,0,0,0,0,0,0
33,100,0,0.18929,32.4828,0,165,10.8,10.02599739,53.60006894,0,-0.726424,-255,0,-255,0,0,0,0,0,0,0,0
34,101,0,0.19862,33.0876,0,149,10.6,10.02613611,53.6000541,0,-0.940787,-255,0,-255,0,0,0,0,0,0,0,0
35,102,0,0.20737,33.7572,0,136,10.6,10.02626611,53.60003985,0,-0.696288,-255,0,-255,0,0,0,0,0,0,0,0
36,102,0,0.21574,32.9508,0,153,10.6,10.02639175,53.60003131,0,-0.696288,-255,0,-255,0,0,0,0,0,0,0,0
37,102,0,0.22405,30.1644,0,137,10.6,10.02651589,53.60001957,0,-0.696288,-255,0,-255,0,0,0,0,0,0,0,0
38,0,0,0.23191,29.8296,0,0,10.6,10.02663315,53.60000842,0,-0.696288,-255,0,-255,0,0,0,0,0,0,0,0
39,0,0,0.23907,28.35,0,0,10.6,10.02674036,53.59999971,0,-0.696288,-255,0,-255,0,0,0,0,0,0,0,0
40,0,0,0.24655,29.0232,0,0,10.6,10.02685301,53.59999493,0,-0.214362,-255,0,-255,0,0,0,0,0,0,0,0
41,0,0,0.25401,27.846,0,0,10.6,10.02696558,53.59999174,0,-0.214362,-255,0,-255,0,0,0,0,0,0,0,0
42,91,0,0.26126,27.0396,0,163,10.6,10.02707513,53.59999241,0,-0.214362,-255,0,-255,0,0,0,0,0,0,0,0
43,95,0,0.26886,28.6524,0,265,10.6,10.02718946,53.59998554,0,-0.214362,-255,0,-255,0,0,0,0,0,0,0,0
44,97,0,0.27652,28.9548,0,257,10.6,10.02730496,53.59998101,0,0,-255,0,-255,0,0,0,0,0,0,0,0
45,97,0,0.28447,29.8944,0,234,10.6,10.02742474,53.59997624,0,0,-255,0,-255,0,0,0,0,0,0,0,0
46,97,0,0.29262,29.8296,0,216,10.6,10.02754745,53.59997104,0,0,-255,0,-255,0,0,0,0,0,0,0,0
47,97,0,0.3,28.116,0,184,10.6,10.02765901,53.5999733,0,0,-255,0,-255,0,0,0,0,0,0,0,0
48,97,0,0.30727,27.342,0,176,10.6,10.02776865,53.59997842,0,0,-255,0,-255,0,0,0,0,0,0,0,0
49,96,0,0.31424,27.378,0,171,10.6,10.02787317,53.59998638,0,0,-255,0,-255,0,0,0,0,0,0,0,0
50,96,0,0.3224,29.5596,0,181,10.8,10.02799638,53.59998479,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
51,95,0,0.32995,29.8944,0,198,10.8,10.02811063,53.59998797,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
52,95,0,0.33713,28.1808,0,180,10.8,10.02821901,53.59999325,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
53,94,0,0.34447,26.7372,0,174,10.8,10.02832957,53.5999987,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
54,94,0,0.35148,24.5556,0,197,10.8,10.02843518,53.6000039,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
55,92,0,0.35792,23.2128,0,197,10.8,10.02853199,53.6000101,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
56,90,0,0.36374,22.6404,0,204,10.8,10.02861891,53.60001949,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
57,88,0,0.37017,24.2172,0,219,10.8,10.02871547,53.60002661,0,0.245098,-255,0,-255,0,0,0,0,0,0,0,0
58,87,0,0.37675,24.354,0,219,11,10.02881421,53.60003424,0,0.549048,-255,0,-255,0,0,0,0,0,0,0,0
59,86,0,0.38232,25.4628,0,202,11,10.0288961,53.60004991,0,0.549048,-255,0,-255,0,0,0,0,0,0,0,0
60,86,0,0.38905,24.4548,0,134,11.2,10.02899685,53.60005922,0,0.601128,-255,0,-255,0,0,0,0,0,0,0,0
61,0,0,0.39554,22.8096,0,41,11.2,10.02909433,53.60006617,0,0.601128,-255,0,-255,0,0,0,0,0,0,0,0
62,0,0,0.40148,22.9104,0,41,11.2,10.02918393,53.60007062,0,0.601128,-255,0,-255,0,0,0,0,0,0,0,0
63,79,0,0.40408,22.842,0,41,11.4,10.02922601,53.6000904,0,1.37036,-255,0,-255,0,0,0,0,0,0,0,0
64,78,0,0.4097,20.9952,0,212,11.4,10.02931125,53.60008445,0,1.37036,-255,0,-255,0,0,0,0,0,0,0,0
65,77,0,0.41721,21.4632,0,218,11.4,10.02942022,53.60006576,0,1.37036,-255,0,-255,0,0,0,0,0,0,0,0
66,78,0,0.42529,22.0356,0,230,12,10.02953581,53.6000422,0,2.11294,-255,0,-255,0,0,0,0,0,0,0,0
67,79,0,0.43197,22.5396,0,219,12.6,10.02962851,53.60001831,0,3.01114,-255,0,-255,0,0,0,0,0,0,0,0
68,80,0,0.43912,23.6808,0,206,13.2,10.02972348,53.59998747,0,3.54635,-255,0,-255,0,0,0,0,0,0,0,0
69,81,0,0.44597,23.6484,0,188,13.6,10.02980897,53.59995285,0,4.1303,-255,0,-255,0,0,0,0,0,0,0,0
70,82,0,0.45264,24.1164,0,136,13.8,10.02989019,53.59991731,0,4.13297,-255,0,-255,0,0,0,0,0,0,0,0
71,0,0,0.45948,24.1848,0,0,14,10.02996965,53.599878,0,4.42537,-255,0,-255,0,0,0,0,0,0,0,0
72,0,0,0.46628,24.4872,0,0,14.2,10.03004878,53.59983902,0,4.71948,-255,0,-255,0,0,0,0,0,0,0,0
73,0,0,0.47321,23.4792,0,0,14.4,10.03012774,53.59979812,0,4.23885,-255,0,-255,0,0,0,0,0,0,0,0
74,0,0,0.4798,22.608,0,0,14.6,10.03020477,53.59976057,0,4.54234,-255,0,-255,0,0,0,0,0,0,0,0
75,0,0,0.48607,22.0032,0,0,14.8,10.03027869,53.59972545,0,4.86132,-255,0,-255,0,0,0,0,0,0,0,0
76,0,0,0.49158,20.826,0,0,14.8,10.03034759,53.59969762,0,4.11874,-255,0,-255,0,0,0,0,0,0,0,0
77,0,0,0.49666,20.5236,0,0,14.8,10.03040803,53.59966929,0,3.22054,-255,0,-255,0,0,0,0,0,0,0,0
78,0,0,0.50148,21.096,0,0,14.8,10.0304553,53.59963627,0,2.38138,-255,0,-255,0,0,0,0,0,0,0,0
79,0,0,0.50679,19.1808,0,0,14.8,10.03050333,53.59959788,0,1.79743,-255,0,-255,0,0,0,0,0,0,0,0
80,0,0,0.51133,19.5156,0,0,14.6,10.03053577,53.59956142,0,1.05705,-255,0,-255,0,0,0,0,0,0,0,0
81,73,0,0.51677,21.06,0,138,14.6,10.0305698,53.59951674,0,0.764657,-255,0,-255,0,0,0,0,0,0,0,0
82,74,0,0.52322,23.3136,0,238,14.6,10.03061489,53.59946536,0,0.470539,-255,0,-255,0,0,0,0,0,0,0,0
83,77,0,0.5301,24.9588,0,238,14.4,10.0306542,53.59940811,0,-0.108759,-255,0,-255,0,0,0,0,0,0,0,0
84,80,0,0.53743,26.4024,0,181,14.2,10.03069234,53.59934634,0,-0.685101,-255,0,-255,0,0,0,0,0,0,0,0
85,83,0,0.54523,27.4104,0,124,14,10.03073182,53.59928029,0,-1.26049,-255,0,-255,0,0,0,0,0,0,0,0
86,87,0,0.55318,28.4508,0,91,13.8,10.03076065,53.59921088,0,-1.51206,-255,0,-255,0,0,0,0,0,0,0,0
87,91,0,0.56142,28.8864,0,79,13.6,10.03079443,53.59913964,0,-1.75478,-255,0,-255,0,0,0,0,0,0,0,0
88,93,0,0.57004,29.358,0,43,13.4,10.03083584,53.59906613,0,-1.9868,-255,0,-255,0,0,0,0,0,0,0,0
89,86,0,0.5785,29.6604,0,0,13.2,10.03087264,53.59899329,0,-2.22321,-255,0,-255,0,0,0,0,0,0,0,0
90,85,0,0.58708,29.8296,0,0,13,10.03089761,53.59891769,0,-2.01578,-255,0,-255,0,0,0,0,0,0,0,0
91,0,0,0.59548,29.6928,0,0,12.8,10.03091379,53.59884283,0,-2.25387,-255,0,-255,0,0,0,0,0,0,0,0
92,0,0,0.60394,29.3256,0,0,12.8,10.03092117,53.59876681,0,-2.25387,-255,0,-255,0,0,0,0,0,0,0,0
93,0,0,0.61218,28.2168,0,0,12.6,10.03093231,53.59869305,0,-2.20589,-255,0,-255,0,0,0,0,0,0,0,0
94,0,0,0.62,27.2772,0,0,12.6,10.03094707,53.59862331,0,-1.93304,-255,0,-255,0,0,0,0,0,0,0,0
95,88,0,0.62756,27.846,0,174,12.4,10.03094824,53.598555,0,-1.94118,-255,0,-255,0,0,0,0,0,0,0,0
96,96,0,0.63605,29.592,0,354,12.2,10.0309526,53.59847872,0,-1.92518,-255,0,-255,0,0,0,0,0,0,0,0
97,0,0,0.64496,29.592,0,0,12.2,10.03096417,53.59839876,0,-1.68246,-255,0,-255,0,0,0,0,0,0,0,0
98,0,0,0.65393,29.3904,0,0,12,10.03096693,53.59831813,0,-1.6734,-255,0,-255,0,0,0,0,0,0,0,0
99,0,0,0.66245,29.5596,0,0,11.8,10.03096936,53.5982416,0,-1.67174,-255,0,-255,0,0,0,0,0,0,0,0
100,97,0,0.67073,29.124,0,62,11.6,10.03097171,53.59816725,0,-1.68018,-255,0,-255,0,0,0,0,0,0,0,0
101,91,0,0.67913,28.5516,0,60,11.4,10.03098286,53.59809198,0,-1.68019,-255,0,-255,0,0,0,0,0,0,0,0
102,79,0,0.6868,27.108,0,16,11.2,10.03098822,53.59802317,0,-1.94094,-255,0,-255,0,0,0,0,0,0,0,0
103,0,0,0.69431,26.3016,0,0,11.2,10.03099761,53.59795595,0,-1.69822,-255,0,-255,0,0,0,0,0,0,0,0
104,0,0,0.70166,26.0676,0,0,11,10.03100859,53.59789015,0,-1.97033,-255,0,-255,0,0,0,0,0,0,0,0
105,0,0,0.70898,25.6644,0,0,11,10.03101865,53.59782468,0,-1.70578,-255,0,-255,0,0,0,0,0,0,0,0
106,83,0,0.71631,25.9668,0,87,11,10.03102929,53.59775914,0,-1.47021,-255,0,-255,0,0,0,0,0,0,0,0
107,88,0,0.72417,26.1324,0,150,11,10.03106215,53.59769024,0,-1.47021,-255,0,-255,0,0,0,0,0,0,0,0
108,87,0,0.73194,25.6968,0,99,11,10.03109886,53.59762235,0,-1.24725,-255,0,-255,0,0,0,0,0,0,0,0
109,86,0,0.73927,25.4952,0,39,11,10.0311137,53.59755697,0,-1.0125,-255,0,-255,0,0,0,0,0,0,0,0
110,77,0,0.74659,25.362,0,9,11,10.03111403,53.59749117,0,-0.770959,-255,0,-255,0,0,0,0,0,0,0,0
111,66,0,0.7541,25.2936,0,9,11,10.03112996,53.59742353,0,-0.532862,-255,0,-255,0,0,0,0,0,0,0,0
112,65,0,0.76163,25.092,0,10,11,10.03115343,53.59735597,0,-0.272107,-255,0,-255,0,0,0,0,0,0,0,0
113,79,0,0.76931,24.9588,0,48,11,10.03117648,53.59728732,0,-0.272107,-255,0,-255,0,0,0,0,0,0,0,0
114,80,0,0.77656,24.9912,0,44,11,10.03118838,53.59722228,0,0,-255,0,-255,0,0,0,0,0,0,0,0
115,80,0,0.78395,24.4548,0,19,11,10.03120649,53.59715614,0,0,-255,0,-255,0,0,0,0,0,0,0,0
116,73,0,0.79114,25.326,0,32,11,10.03126055,53.5970916,0,0,-255,0,-255,0,0,0,0,0,0,0,0
117,70,0,0.79865,24.9228,0,113,11,10.03129265,53.59702497,0,0,-255,0,-255,0,0,0,0,0,0,0,0
118,75,0,0.80587,25.2936,0,127,11,10.03130875,53.59696026,0,0,-255,0,-255,0,0,0,0,0,0,0,0
119,80,0,0.81318,25.6968,0,122,11,10.03131654,53.59689446,0,0,-255,0,-255,0,0,0,0,0,0,0,0
120,82,0,0.82051,25.866,0,123,11,10.0313261,53.59682866,0,0,-255,0,-255,0,0,0,0,0,0,0,0
121,82,0,0.82779,25.866,0,106,11,10.03133599,53.59676337,0,0,-255,0,-255,0,0,0,0,0,0,0,0
122,82,0,0.83476,25.7652,0,68,11,10.03134035,53.59670067,0,0,-255,0,-255,0,0,0,0,0,0,0,0
123,81,0,0.842,25.6968,0,79,11,10.03134613,53.59663563,0,0,-255,0,-255,0,0,0,0,0,0,0,0
124,82,0,0.84947,25.9668,0,97,11,10.03135149,53.59656841,0,0,-255,0,-255,0,0,0,0,0,0,0,0
125,82,0,0.85675,25.9308,0,100,11,10.03135325,53.59650277,0,0,-255,0,-255,0,0,0,0,0,0,0,0
126,84,0,0.86402,26.4348,0,156,11,10.03135233,53.59643748,0,0,-255,0,-255,0,0,0,0,0,0,0,0
127,85,0,0.87121,26.5356,0,203,11,10.03135367,53.59637286,0,0,-255,0,-255,0,0,0,0,0,0,0,0
128,85,0,0.8788,27.576,0,232,11.2,10.0313613,53.5963048,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
129,87,0,0.88656,28.3176,0,254,11.2,10.03137379,53.59623548,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
130,88,0,0.89452,28.9872,0,234,11.2,10.03138469,53.59616423,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
131,90,0,0.90254,29.1564,0,177,11.2,10.0313934,53.5960924,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
132,92,0,0.91065,29.2248,0,131,11.2,10.03140614,53.59601989,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
133,94,0,0.91889,29.3256,0,126,11.2,10.03141813,53.59594622,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
134,95,0,0.92712,29.4588,0,120,11.2,10.03143095,53.59587262,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
135,96,0,0.93537,29.7288,0,91,11.2,10.03144613,53.59579903,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
136,95,0,0.9437,29.862,0,77,11.2,10.03146356,53.59572493,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
137,96,0,0.95206,29.862,0,81,11.2,10.03148083,53.5956505,0,0.263503,-255,0,-255,0,0,0,0,0,0,0,0
138,96,0,0.96037,29.8296,0,81,11.2,10.03149767,53.59557649,0,0,-255,0,-255,0,0,0,0,0,0,0,0
139,97,0,0.96864,29.8944,0,78,11.2,10.03151544,53.59550298,0,0,-255,0,-255,0,0,0,0,0,0,0,0
140,97,0,0.97701,30.1644,0,80,11.2,10.03153397,53.59542855,0,0,-255,0,-255,0,0,0,0,0,0,0,0
141,97,0,0.98553,30.2328,0,85,11.2,10.03155316,53.59535286,0,0,-255,0,-255,0,0,0,0,0,0,0,0
142,98,0,0.99406,29.9952,0,80,11,10.03157169,53.59527701,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
143,98,0,1.00256,30.0312,0,72,11,10.03159138,53.59520157,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
144,98,0,1.01095,29.5596,0,67,11,10.03161058,53.59512705,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
145,98,0,1.01924,29.592,0,66,11,10.0316296,53.59505338,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
146,97,0,1.02732,28.9548,0,61,11,10.03165039,53.59498188,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
147,96,0,1.03565,28.584,0,29,11,10.03167126,53.59490803,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
148,83,0,1.04364,28.7208,0,30,11,10.03169205,53.59483729,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
149,81,0,1.05178,28.7208,0,57,11,10.03171016,53.59476496,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
150,91,0,1.05985,28.7532,0,74,11,10.03172901,53.59469337,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
151,92,0,1.06784,28.5516,0,66,11,10.0317493,53.59462255,0,-0.234467,-255,0,-255,0,0,0,0,0,0,0,0
152,94,0,1.07577,28.1484,0,62,11,10.03176841,53.59455222,0,0,-255,0,-255,0,0,0,0,0,0,0,0
153,92,0,1.08369,28.4832,0,46,11,10.03178333,53.59448156,0,0,-255,0,-255,0,0,0,0,0,0,0,0
154,87,0,1.09174,28.3824,0,73,11,10.03180135,53.59441007,0,0,-255,0,-255,0,0,0,0,0,0,0,0
155,87,0,1.09979,28.5516,0,112,11,10.03181996,53.59433857,0,0,-255,0,-255,0,0,0,0,0,0,0,0
156,90,0,1.10778,28.584,0,100,11,10.03183882,53.59426766,0,0,-255,0,-255,0,0,0,0,0,0,0,0
157,93,0,1.11578,28.6524,0,76,11,10.03185734,53.59419666,0,0,-255,0,-255,0,0,0,0,0,0,0,0
158,93,0,1.12369,28.1484,0,71,11,10.03187595,53.59412642,0,0,-255,0,-255,0,0,0,0,0,0,0,0
159,93,0,1.13158,28.2168,0,82,11.2,10.03189456,53.59405635,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
160,92,0,1.13948,28.1808,0,79,11.2,10.03191384,53.59398636,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
161,93,0,1.14726,27.8784,0,75,11.2,10.03193161,53.59391721,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
162,91,0,1.15497,27.846,0,72,11.2,10.03194761,53.59384865,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
163,92,0,1.1627,27.8136,0,81,11.2,10.03196413,53.59377983,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
164,90,0,1.17018,27.2772,0,84,11.2,10.03198282,53.59371353,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
165,90,0,1.17751,26.604,0,74,11.2,10.03200134,53.59364857,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
166,90,0,1.18484,26.874,0,77,11.2,10.03201861,53.59358353,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
167,90,0,1.19196,26.2692,0,56,11.2,10.03203822,53.59352058,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
168,87,0,1.19951,26.37,0,59,11.2,10.03205591,53.59345361,0,0.253485,-255,0,-255,0,0,0,0,0,0,0,0
169,86,0,1.20695,26.334,0,90,11.2,10.03207376,53.59338756,0,0,-255,0,-255,0,0,0,0,0,0,0,0
170,86,0,1.21448,26.604,0,106,11.2,10.0320896,53.59332059,0,0,-255,0,-255,0,0,0,0,0,0,0,0
171,87,0,1.22198,26.6724,0,101,11.2,10.03210687,53.59325395,0,0,-255,0,-255,0,0,0,0,0,0,0,0
172,87,0,1.22956,26.874,0,75,11.2,10.03212774,53.59318698,0,0,-255,0,-255,0,0,0,0,0,0,0,0
173,87,0,1.23702,26.334,0,52,11.2,10.03214828,53.5931211,0,0,-255,0,-255,0,0,0,0,0,0,0,0
174,86,0,1.24445,26.2332,0,85,11.2,10.03216487,53.59305505,0,0,-255,0,-255,0,0,0,0,0,0,0,0
175,85,0,1.252,26.0316,0,129,11.2,10.03218256,53.59298791,0,0,-255,0,-255,0,0,0,0,0,0,0,0
176,85,0,1.25946,25.596,0,106,11,10.03220645,53.59292236,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
177,86,0,1.26669,24.822,0,41,11,10.03223226,53.59285916,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
178,68,0,1.27356,24.084,0,8,11,10.03225414,53.59279881,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
179,58,0,1.28035,23.8824,0,9,11,10.0322699,53.59273855,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
180,81,0,1.28702,23.6484,0,50,11,10.03228147,53.59267904,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
181,82,0,1.29372,24.1164,0,73,11,10.03229454,53.59261927,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
182,82,0,1.30065,25.0236,0,102,11,10.03231097,53.59255783,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
183,83,0,1.30776,25.7652,0,156,11,10.03232966,53.59249489,0,-0.268098,-255,0,-255,0,0,0,0,0,0,0,0
184,84,0,1.31499,26.4024,0,170,11.2,10.03234643,53.59243068,0,0,-255,0,-255,0,0,0,0,0,0,0,0
185,87,0,1.32242,26.7372,0,175,11.2,10.03236143,53.59236455,0,0,-255,0,-255,0,0,0,0,0,0,0,0
186,89,0,1.32998,27.4428,0,178,11.2,10.03237635,53.59229715,0,0.276626,-255,0,-255,0,0,0,0,0,0,0,0
187,92,0,1.33766,27.5436,0,134,11.2,10.03239236,53.59222884,0,0.276626,-255,0,-255,0,0,0,0,0,0,0,0
188,94,0,1.34546,28.08,0,130,11.2,10.03240636,53.59215927,0,0.276626,-255,0,-255,0,0,0,0,0,0,0,0
189,95,0,1.35344,28.3176,0,130,11,10.03241834,53.59208786,0,0.0259987,-255,0,-255,0,0,0,0,0,0,0,0
190,94,0,1.36142,28.5516,0,99,11,10.03242983,53.59201653,0,0.0259987,-255,0,-255,0,0,0,0,0,0,0,0
191,92,0,1.36931,28.0152,0,40,11,10.03244567,53.5919462,0,0.0259987,-255,0,-255,0,0,0,0,0,0,0,0
192,75,0,1.37709,27.5112,0,12,11,10.03246687,53.59187747,0,0.0259987,-255,0,-255,0,0,0,0,0,0,0,0
193,65,0,1.38453,25.83,0,0,11,10.03248565,53.59181151,0,0.0259987,-255,0,-255,0,0,0,0,0,0,0,0
194,0,0,1.39144,23.8824,0,0,11,10.03249847,53.5917499,0,-0.250627,-255,0,-255,0,0,0,0,0,0,0,0
195,0,0,1.39764,20.8944,0,0,11,10.0325087,53.5916945,0,-0.250627,-255,0,-255,0,0,0,0,0,0,0,0
196,0,0,1.40304,18.2412,0,0,11,10.03251323,53.59164596,0,-0.250627,-255,0,-255,0,0,0,0,0,0,0,0
197,0,0,1.40753,16.8624,0,0,11.2,10.0324937,53.59160557,0,0.194808,-255,0,-255,0,0,0,0,0,0,0,0
198,0,0,1.41207,17.7012,0,0,11.2,10.03244198,53.59157715,0,0.194808,-255,0,-255,0,0,0,0,0,0,0,0
199,0,0,1.41693,18.2736,0,0,11.2,10.03237082,53.59156441,0,0.445435,-255,0,-255,0,0,0,0,0,0,0,0
200,60,0,1.42224,19.2456,0,197,11.2,10.03229077,53.59156198,0,0.445435,-255,0,-255,0,0,0,0,0,0,0,0
201,62,0,1.42751,18.2736,0,178,11,10.03221114,53.59156282,0,0.06593,-255,0,-255,0,0,0,0,0,0,0,0
202,62,0,1.43257,17.7696,0,139,10.8,10.03213503,53.59156676,0,-0.329332,-255,0,-255,0,0,0,0,0,0,0,0
203,62,0,1.43744,17.298,0,126,10.8,10.03206203,53.59157254,0,-0.329332,-255,0,-255,0,0,0,0,0,0,0,0
204,62,0,1.44154,13.7376,0,120,10.8,10.0320005,53.59157757,0,-0.329332,-255,0,-255,0,0,0,0,0,0,0,0
205,61,0,1.4457,14.7132,0,73,10.8,10.03193957,53.59158662,0,-0.329332,-255,0,-255,0,0,0,0,0,0,0,0
206,61,0,1.44981,14.6124,0,19,10.8,10.03187964,53.59159651,0,-0.329332,-255,0,-255,0,0,0,0,0,0,0,0
207,56,0,1.4535,13.572,0,18,11,10.03183052,53.59161261,0,-0.232771,-255,0,-255,0,0,0,0,0,0,0,0
208,48,0,1.45778,15.5844,0,53,11,10.03177101,53.59162786,0,-0.232771,-255,0,-255,0,0,0,0,0,0,0,0
209,42,0,1.4621,15.048,0,68,11.2,10.03170856,53.59163901,0,0.230184,-255,0,-255,0,0,0,0,0,0,0,0
210,43,0,1.46643,15.0156,0,81,11.2,10.03164629,53.59165091,0,0.230184,-255,0,-255,0,0,0,0,0,0,0,0
211,46,0,1.47092,14.6448,0,45,11.2,10.03158024,53.59166047,0,0.609689,-255,0,-255,0,0,0,0,0,0,0,0
