temp,outlier,resting,power,moving,lat,lon,velocity_smooth,grade_smooth,cadence,distance,altitude,total_elevation,timer_time,watts_calc,time
,FALSE,FALSE,82,FALSE,53.598175,10.031749,0,0,93,0,-39.8,0,0,0,0
17,TRUE,FALSE,78,TRUE,53.598125,10.031749,0,0,91,5.4,-39.8,0,1,0,1
17,FALSE,FALSE,77,TRUE,53.598068,10.031749,0,0,91,11.7,-39.8,0,2,137,2
17,FALSE,FALSE,99,TRUE,53.598007,10.031751,0,0,90,18.8,-39.8,0,3,151,3
17,FALSE,FALSE,95,TRUE,53.597942,10.031753,6.5,0,89,25.8,-39.8,0,4,77,4
17,FALSE,FALSE,102,TRUE,53.597885,10.031754,6.5,0,88,32.6,-39.8,0,5,63,5
17,FALSE,FALSE,95,TRUE,53.59782,10.031755,6.8,0,88,39.6,-39.8,0,6,101,6
12,FALSE,TRUE,169,FALSE,53.59124,10.024637,0,0,101,57.1,-39.8,0,7,0,1762
12,FALSE,FALSE,165,TRUE,53.59124,10.024581,0,-0.6,100,60.8,-39.8,0,8,312,1763
12,FALSE,FALSE,264,TRUE,53.591244,10.024466,0,0,99,68.5,-39.8,0,9,424,1764
12,FALSE,FALSE,250,TRUE,53.591251,10.02436,0,0,100,75.5,-40,0,10,0,1765
12,FALSE,FALSE,229,TRUE,53.591255,10.024255,0,0.7,100,82.5,-39.8,0,11,240,1766
12,FALSE,FALSE,237,TRUE,53.591263,10.024148,0,1.4,97,89.6,-39.8,0,12,96,1767
12,FALSE,FALSE,222,TRUE,53.59127,10.024042,0,0.7,99,96.7,-39.6,0,13,243,1768
12,FALSE,FALSE,200,TRUE,53.591278,10.023936,0,0.7,99,103.8,-39.6,0,14,88,1769
12,FALSE,FALSE,211,TRUE,53.591289,10.023831,7.1,0.7,101,110.9,-39.6,0,15,88,1770
12,FALSE,FALSE,211,TRUE,53.591305,10.023728,7.1,0.7,100,117.8,-39.6,0,16,66,1771
12,FALSE,FALSE,209,TRUE,53.591316,10.023624,7.1,1.4,100,124.9,-39.4,0,17,258,1772
12,FALSE,FALSE,218,TRUE,53.591331,10.02352,7,1.4,99,131.9,-39.4,0,18,77,1773
12,FALSE,FALSE,209,TRUE,53.591351,10.023418,7,0.7,98,139,-39.2,0,19,251,1774
12,FALSE,FALSE,181,TRUE,53.59137,10.023322,7,0.7,99,145.7,-39.2,0,20,44,1775
12,FALSE,FALSE,242,TRUE,53.591389,10.023221,7,0,99,152.8,-39.2,0,21,119,1776
12,FALSE,FALSE,252,TRUE,53.591412,10.023118,7,0.7,98,160,-39.2,0,22,99,1777
12,FALSE,FALSE,250,TRUE,53.591431,10.023023,7,0.7,98,166.8,-39.2,0,23,47,1778
12,FALSE,FALSE,252,TRUE,53.591454,10.022924,6.9,0.7,97,173.6,-39,0,24,234,1779
12,FALSE,FALSE,255,TRUE,53.591469,10.022824,7,1.5,97,180.5,-39,0,25,90,1780
12,FALSE,FALSE,248,TRUE,53.591484,10.022725,6.9,0.7,98,187.4,-39,0,26,82,1781
12,FALSE,FALSE,250,TRUE,53.591499,10.02263,6.8,1.5,98,193.9,-38.8,0,27,194,1782
12,FALSE,FALSE,249,TRUE,53.591518,10.022534,6.7,1.5,98,200.5,-38.8,0,28,81,1783
12,FALSE,FALSE,233,TRUE,53.591534,10.022437,6.7,1.5,97,207.2,-38.6,0,29,239,1784
12,FALSE,FALSE,242,TRUE,53.591549,10.02234,6.7,2.2,98,213.9,-38.6,0,30,76,1785
12,FALSE,FALSE,200,TRUE,53.591564,10.022243,6.6,1.5,98,220.5,-38.4,0,31,220,1786
12,FALSE,FALSE,179,TRUE,53.591579,10.022144,6.7,2.3,98,227.2,-38.2,0,32,239,1787
12,FALSE,FALSE,177,TRUE,53.591591,10.022048,6.6,1.5,99,233.7,-38.2,0,33,55,1788
12,FALSE,FALSE,165,TRUE,53.591606,10.021952,6.6,1.6,97,240.3,-38,2,34,236,1789
12,FALSE,FALSE,146,TRUE,53.591618,10.021857,6.6,1.5,97,246.7,-38,2,35,52,1790
12,FALSE,FALSE,205,TRUE,53.591625,10.021764,6.5,0.8,98,253,-37.8,2.2,36,212,1791
12,FALSE,FALSE,203,TRUE,53.591633,10.021662,6.5,0.7,99,259.8,-37.8,2.2,37,118,1792
12,FALSE,FALSE,193,TRUE,53.591637,10.021553,6.6,0,100,266.9,-37.8,2.2,38,111,1793
12,FALSE,FALSE,219,TRUE,53.59164,10.021445,6.8,0.7,101,274.1,-37.8,2.2,39,99,1794
12,FALSE,FALSE,228,TRUE,53.591644,10.02134,6.9,0.7,100,281.1,-37.8,2.2,40,69,1795
12,FALSE,FALSE,225,TRUE,53.591648,10.021237,7,0.7,100,287.9,-37.6,2.4,41,218,1796
12,FALSE,FALSE,228,TRUE,53.591652,10.021133,7,1.5,99,294.8,-37.6,2.4,42,90,1797
12,FALSE,FALSE,212,TRUE,53.591656,10.021031,6.9,0.7,99,301.6,-37.6,2.4,43,71,1798
12,FALSE,FALSE,197,TRUE,53.591656,10.020931,6.8,1.5,98,308.2,-37.4,2.6,44,212,1799
12,FALSE,FALSE,227,TRUE,53.591656,10.020831,6.7,2.2,97,314.8,-37.4,2.6,45,73,1800
12,FALSE,FALSE,252,TRUE,53.591652,10.020728,6.8,1.4,98,321.7,-37.2,2.8,46,260,1801
12,FALSE,FALSE,243,TRUE,53.591652,10.02062,6.8,2.2,98,328.8,-37,3,47,258,1802
12,FALSE,FALSE,236,TRUE,53.591652,10.020514,6.8,1.4,97,335.8,-37,3,48,77,1803
12,FALSE,FALSE,236,TRUE,53.591652,10.020412,6.9,1.5,97,342.6,-36.8,3.2,49,218,1804
12,FALSE,FALSE,231,TRUE,53.591656,10.020309,6.9,2.2,97,349.4,-36.8,3.2,50,79,1805
12,FALSE,FALSE,218,TRUE,53.59166,10.020205,6.9,1.5,96,356.3,-36.6,3.4,51,245,1806
12,FALSE,FALSE,228,TRUE,53.591667,10.020104,6.8,2.3,96,363,-36.4,3.6,52,215,1807
12,FALSE,FALSE,226,TRUE,53.591675,10.020006,6.8,2.3,96,369.6,-36.4,3.6,53,65,1808
12,FALSE,FALSE,240,TRUE,53.591679,10.01991,6.7,1.5,96,376,-36.2,3.8,54,207,1809
12,FALSE,FALSE,216,TRUE,53.591682,10.019811,6.6,2.3,97,382.5,-36,4,55,233,1810
12,FALSE,FALSE,244,TRUE,53.591686,10.01971,6.6,1.5,97,389.2,-36,4,56,92,1811
12,FALSE,FALSE,243,TRUE,53.591686,10.019606,6.6,1.4,97,396.1,-35.8,4.2,57,252,1812
12,FALSE,FALSE,238,TRUE,53.591686,10.019498,6.7,1.4,97,403.3,-35.8,4.2,58,115,1813
12,FALSE,FALSE,235,TRUE,53.591682,10.019389,6.9,0.7,97,410.5,-35.6,4.4,59,246,1814
12,FALSE,FALSE,222,TRUE,53.591679,10.019288,6.9,1.5,97,417.2,-35.6,4.4,60,37,1815
12,FALSE,FALSE,235,TRUE,53.591675,10.019187,6.9,1.5,96,423.9,-35.6,4.4,61,76,1816
12,FALSE,FALSE,224,TRUE,53.591675,10.019088,6.9,2.3,96,430.5,-35.4,4.6,62,220,1817
12,FALSE,FALSE,206,TRUE,53.591675,10.018992,6.7,3,97,436.8,-35.2,4.8,63,197,1818
12,FALSE,FALSE,217,TRUE,53.591675,10.018895,6.5,2.2,96,443.2,-35,5,64,231,1819
12,FALSE,FALSE,223,TRUE,53.591675,10.018786,6.6,2.1,97,450.4,-34.8,5.2,65,309,1820
12,FALSE,FALSE,227,TRUE,53.591675,10.018676,6.8,2.1,98,457.8,-34.8,5.2,66,113,1821
12,FALSE,FALSE,213,TRUE,53.591675,10.018568,6.9,1.4,99,464.9,-34.6,5.4,67,219,1822
12,FALSE,FALSE,233,TRUE,53.591679,10.01846,7,2.1,98,472,-34.4,5.6,68,243,1823
12,FALSE,FALSE,233,TRUE,53.591686,10.018353,7.2,1.4,98,479.1,-34.4,5.6,69,88,1824
12,FALSE,FALSE,229,TRUE,53.591694,10.018248,7.2,1.4,98,486.2,-34.2,5.8,70,243,1825
12,FALSE,FALSE,238,TRUE,53.591698,10.01814,7.1,1.4,100,493.3,-34.2,5.8,71,88,1826
12,FALSE,FALSE,221,TRUE,53.591702,10.018031,7.1,1.4,99,500.5,-34,6,72,254,1827
12,FALSE,FALSE,227,TRUE,53.591702,10.017923,7.1,1.4,100,507.7,-34,6,73,91,1828
12,FALSE,FALSE,214,TRUE,53.591705,10.017817,7.1,1.4,99,514.7,-33.8,6.2,74,224,1829
12,FALSE,FALSE,227,TRUE,53.591709,10.017712,7.1,1.4,99,521.7,-33.8,6.2,75,85,1830
12,FALSE,FALSE,236,TRUE,53.591713,10.017608,7.1,1.5,99,528.6,-33.6,6.4,76,229,1831
12,FALSE,FALSE,244,TRUE,53.591721,10.017507,7,1.5,98,535.3,-33.6,6.4,77,60,1832
12,FALSE,FALSE,247,TRUE,53.591724,10.017405,6.9,1.5,98,542.2,-33.4,6.6,78,252,1833
12,FALSE,FALSE,222,TRUE,53.591728,10.017302,6.9,2.2,97,549,-33.4,6.6,79,71,1834
12,FALSE,FALSE,241,TRUE,53.59174,10.017204,6.8,1.5,97,555.5,-33.2,6.8,80,202,1835
12,FALSE,FALSE,227,TRUE,53.591747,10.017103,6.7,2.2,97,562.3,-33,7,81,257,1836
12,FALSE,FALSE,225,TRUE,53.591759,10.017001,6.8,2.2,96,569.1,-33,7,82,79,1837
12,FALSE,FALSE,214,TRUE,53.591766,10.016901,6.7,1.5,96,575.8,-32.8,7.2,83,223,1838
12,FALSE,FALSE,243,TRUE,53.591778,10.0168,6.7,1.5,96,582.6,-32.6,7.4,84,242,1839
12,FALSE,FALSE,237,TRUE,53.591785,10.016705,6.7,1.6,95,589,-32.6,7.4,85,36,1840
12,FALSE,FALSE,241,TRUE,53.591793,10.016611,6.6,1.6,94,595.3,-32.6,7.4,86,58,1841
12,FALSE,FALSE,227,TRUE,53.591801,10.016518,6.5,2.4,92,601.5,-32.4,7.6,87,210,1842
12,FALSE,FALSE,265,TRUE,53.591812,10.016425,6.4,2.4,91,607.7,-32.2,7.8,88,218,1843
12,FALSE,FALSE,268,TRUE,53.59182,10.016331,6.3,2.3,91,614.1,-32,8,89,239,1844
12,FALSE,FALSE,263,TRUE,53.591831,10.016232,6.3,2.3,91,620.6,-32,8,90,78,1845
12,FALSE,FALSE,263,TRUE,53.591843,10.016136,6.4,1.5,91,627.2,-31.8,8.2,91,236,1846
12,FALSE,FALSE,247,TRUE,53.591854,10.016039,6.4,2.3,91,633.7,-31.6,8.4,92,218,1847
12,FALSE,FALSE,238,TRUE,53.591866,10.015944,6.5,2.3,91,640.2,-31.6,8.4,93,71,1848
12,FALSE,FALSE,208,TRUE,53.591873,10.015847,6.5,2.3,92,646.6,-31.4,8.6,94,215,1849
12,FALSE,FALSE,217,TRUE,53.591885,10.015752,6.5,3.2,91,653.1,-31.2,8.8,95,233,1850
12,FALSE,FALSE,133,TRUE,53.591896,10.015658,6.4,3.2,89,659.4,-31,9,96,205,1851
12,FALSE,FALSE,37,TRUE,53.591907,10.015569,6.4,2.5,79,665.5,-30.8,9.2,97,200,1852
12,FALSE,FALSE,106,TRUE,53.591934,10.015491,6.3,2.6,80,671.5,-30.6,9.4,98,205,1853
12,FALSE,FALSE,284,TRUE,53.591969,10.015431,6.1,2.8,82,677.1,-30.6,9.4,99,18,1854
12,FALSE,FALSE,322,TRUE,53.59201,10.015394,5.8,1.8,84,682.1,-30.4,9.6,100,146,1855
12,FALSE,FALSE,294,TRUE,53.592052,10.01538,5.6,1.8,87,687.3,-30.2,9.8,101,213,1856
12,FALSE,FALSE,246,TRUE,53.592106,10.015375,5.5,0.9,92,693.2,-30.2,9.8,102,111,1857
12,FALSE,FALSE,186,TRUE,53.592163,10.015373,5.6,0,94,699.3,-30.2,9.8,103,76,1858
12,FALSE,FALSE,173,TRUE,53.592217,10.015372,5.7,0,96,705.5,-30.2,9.8,104,71,1859
12,FALSE,FALSE,170,TRUE,53.592274,10.015369,6,0,97,711.9,-30.2,9.8,105,84,1860
12,FALSE,FALSE,170,TRUE,53.592335,10.015362,6.3,0,98,718.6,-30.2,9.8,106,100,1861
12,FALSE,FALSE,215,TRUE,53.592392,10.015349,6.4,0,98,725,-30.2,9.8,107,44,1862
12,FALSE,FALSE,240,TRUE,53.592445,10.015334,6.4,0.8,98,731.3,-30.2,9.8,108,58,1863
12,FALSE,FALSE,256,TRUE,53.592499,10.015314,6.4,0.8,97,737.3,-30.2,9.8,109,35,1864
12,FALSE,FALSE,248,TRUE,53.592556,10.015291,6.3,1.6,97,743.6,-30,10,110,244,1865
12,FALSE,FALSE,272,TRUE,53.592613,10.015265,6.3,1.5,97,750.3,-30,10,111,108,1866
12,FALSE,FALSE,252,TRUE,53.59267,10.015234,6.4,0.8,96,757,-29.8,10.2,112,231,1867
12,FALSE,FALSE,239,TRUE,53.592724,10.015202,6.4,1.6,97,763.4,-29.8,10.2,113,44,1868
12,FALSE,FALSE,218,TRUE,53.592781,10.01517,6.5,1.6,97,769.9,-29.8,10.2,114,78,1869
12,FALSE,FALSE,222,TRUE,53.592831,10.015137,6.5,1.6,96,776,-29.6,10.4,115,184,1870
12,FALSE,FALSE,235,TRUE,53.592884,10.015101,6.4,2.4,97,782.3,-29.4,10.6,116,236,1871
12,FALSE,FALSE,229,TRUE,53.592934,10.015065,6.3,2.3,96,788.7,-29.4,10.6,117,76,1872
12,FALSE,FALSE,235,TRUE,53.592987,10.015023,6.4,1.5,97,795.2,-29.2,10.8,118,233,1873
12,FALSE,FALSE,209,TRUE,53.59304,10.014976,6.4,2.3,97,801.7,-29,11,119,225,1874
12,FALSE,FALSE,222,TRUE,53.593094,10.014926,6.4,1.5,96,808.2,-29,11,120,71,1875
12,FALSE,FALSE,209,TRUE,53.59314,10.014872,6.5,1.5,97,814.8,-28.8,11.2,121,236,1876
12,FALSE,FALSE,225,TRUE,53.593189,10.014813,6.5,2.3,97,821.4,-28.8,11.2,122,73,1877
12,FALSE,FALSE,219,TRUE,53.593239,10.014756,6.6,1.5,97,828.1,-28.6,11.4,123,239,1878
12,FALSE,FALSE,222,TRUE,53.593285,10.0147,6.6,2.2,96,834.5,-28.4,11.6,124,199,1879
12,FALSE,FALSE,223,TRUE,53.593334,10.014643,6.6,1.5,97,841.2,-28.4,11.6,125,100,1880
12,FALSE,FALSE,203,TRUE,53.593388,10.014581,6.7,1.5,98,848.2,-28.2,11.8,126,263,1881
12,FALSE,FALSE,222,TRUE,53.593437,10.014522,6.7,1.5,97,855,-28.2,11.8,127,63,1882
12,FALSE,FALSE,214,TRUE,53.593487,10.014464,6.7,0.8,98,861.7,-28,12,128,223,1883
12,FALSE,FALSE,199,TRUE,53.593533,10.014407,6.8,1.5,99,868.3,-28,12,129,65,1884
12,FALSE,FALSE,226,TRUE,53.593582,10.014352,6.7,0.8,98,874.7,-28,12,130,52,1885
12,FALSE,FALSE,218,TRUE,53.593628,10.014298,6.6,1.5,99,881.1,-27.8,12.2,131,223,1886
12,FALSE,FALSE,215,TRUE,53.593681,10.01424,6.6,1.5,99,888.1,-27.8,12.2,132,132,1887
12,FALSE,FALSE,217,TRUE,53.593735,10.014179,6.7,1.5,99,895.2,-27.6,12.4,133,251,1888
12,FALSE,FALSE,204,TRUE,53.593784,10.01412,6.7,1.5,99,901.9,-27.6,12.4,134,44,1889
12,FALSE,FALSE,190,TRUE,53.59383,10.014063,6.8,0.8,99,908.5,-27.4,12.6,135,220,1890
12,FALSE,FALSE,215,TRUE,53.593884,10.014005,6.8,1.6,99,915.2,-27.4,12.6,136,84,1891
12,FALSE,FALSE,225,TRUE,53.593929,10.013951,6.7,0.8,98,921.6,-27.4,12.6,137,44,1892
12,FALSE,FALSE,205,TRUE,53.593971,10.0139,6.5,1.6,99,927.6,-27.2,12.8,138,182,1893
12,FALSE,FALSE,210,TRUE,53.594021,10.013852,6.3,1.6,99,933.6,-27.2,12.8,139,58,1894
12,FALSE,FALSE,221,TRUE,53.59407,10.013806,6.3,1.6,99,940.1,-27,13,140,265,1895
12,FALSE,FALSE,230,TRUE,53.594124,10.013762,6.3,1.5,100,946.8,-27,13,141,92,1896
12,FALSE,FALSE,195,TRUE,53.594177,10.013722,6.3,0.8,100,953.3,-26.8,13.2,142,210,1897
12,FALSE,FALSE,176,TRUE,53.594231,10.013677,6.5,1.6,100,960,-26.8,13.2,143,92,1898
12,FALSE,FALSE,180,TRUE,53.59428,10.013632,6.5,0.8,101,966.2,-26.8,13.2,144,23,1899
12,FALSE,FALSE,184,TRUE,53.59433,10.013591,6.4,0.8,100,972.2,-26.6,13.4,145,197,1900
12,FALSE,FALSE,184,TRUE,53.594383,10.013558,6.4,0.7,101,978.8,-26.6,13.4,146,121,1901
12,FALSE,FALSE,176,TRUE,53.594444,10.013529,6.5,0.7,102,985.8,-26.6,13.4,147,116,1902
12,FALSE,FALSE,168,TRUE,53.594509,10.013496,6.6,0.7,102,993.1,-26.6,13.4,148,118,1903
12,FALSE,FALSE,165,TRUE,53.59457,10.013463,6.9,0.7,102,1000.6,-26.4,13.6,149,271,1904
12,FALSE,FALSE,159,TRUE,53.594635,10.013432,7.2,0.7,102,1008.1,-26.4,13.6,150,101,1905
12,FALSE,FALSE,148,TRUE,53.5947,10.01341,7.3,0,102,1015.3,-26.4,13.6,151,67,1906
12,FALSE,FALSE,159,TRUE,53.594765,10.013394,7.3,0,103,1022.5,-26.4,13.6,152,91,1907
12,FALSE,FALSE,151,TRUE,53.594826,10.013377,7.2,0.7,103,1029.2,-26.4,13.6,153,36,1908
12,FALSE,FALSE,156,TRUE,53.594883,10.013361,7.1,0.7,102,1036,-26.4,13.6,154,87,1909
12,FALSE,FALSE,127,TRUE,53.594948,10.013351,7,0.7,101,1043.3,-26.2,13.8,155,288,1910
12,FALSE,FALSE,124,TRUE,53.595009,10.013347,7,0.8,101,1050.1,-26.2,13.8,156,39,1911
12,FALSE,FALSE,101,TRUE,53.595066,10.013352,6.8,0,100,1056.3,-26.2,13.8,157,16,1912
12,FALSE,FALSE,2,TRUE,53.59512,10.013366,6.6,0,80,1062.1,-26.2,13.8,158,22,1913
12,FALSE,FALSE,1,TRUE,53.595165,10.013386,6.3,0,64,1067.4,-26.2,13.8,159,4,1914
12,FALSE,FALSE,1,TRUE,53.595211,10.01341,5.9,0,47,1072.9,-26.2,13.8,160,63,1915
12,FALSE,FALSE,0,TRUE,53.595261,10.013432,5.7,0,31,1078.8,-26.2,13.8,161,88,1916
12,FALSE,FALSE,0,TRUE,53.595318,10.013456,5.8,0,18,1085.3,-26.2,13.8,162,118,1917
12,FALSE,FALSE,0,TRUE,53.595371,10.013481,5.9,0,13,1091.5,-26.2,13.8,163,39,1918
12,FALSE,FALSE,0,TRUE,53.595421,10.013506,5.9,0,8,1097.1,-26.2,13.8,164,2,1919
12,FALSE,FALSE,0,TRUE,53.595459,10.013534,5.8,0,3,1102,-26.2,13.8,165,0,1920
12,FALSE,FALSE,0,TRUE,53.595489,10.013566,5.4,0,0,1105.7,-26.2,13.8,166,0,1921
12,FALSE,FALSE,1,TRUE,53.595493,10.013588,4.5,0,7,1107.7,-26.2,13.8,167,0,1922
12,FALSE,FALSE,2,TRUE,53.595486,10.013594,3.5,0,9,1108.9,-26.2,13.8,168,0,1923
12,FALSE,FALSE,1,TRUE,53.595474,10.013583,2.7,0,6,1110.6,-26.2,13.8,169,46,1924
12,FALSE,FALSE,0,TRUE,53.595459,10.013556,2.2,0,3,1112.8,-26.2,13.8,170,48,1925
12,FALSE,FALSE,0,TRUE,53.595459,10.013526,1.9,0,0,1115,-26.2,13.8,171,9,1926
12,FALSE,FALSE,0,TRUE,53.595467,10.01351,1.8,0,0,1116.7,-26.2,13.8,172,0,1927
12,FALSE,FALSE,0,TRUE,53.595489,10.01351,2.1,0,0,1119.2,-26.2,13.8,173,74,1928
12,FALSE,FALSE,0,TRUE,53.595516,10.013517,2.3,0,0,1122.3,-26.2,13.8,174,62,1929
12,FALSE,FALSE,0,TRUE,53.595543,10.013525,2.4,0,0,1125,-26.2,13.8,175,0,1930
12,FALSE,TRUE,0,FALSE,53.595562,10.013542,0.2,0,0,1126,-26.2,13.8,176,0,1947
12,FALSE,FALSE,0,TRUE,53.595539,10.013542,0.1,0,0,1127.5,-26.2,13.8,177,119,1948
12,FALSE,FALSE,0,TRUE,53.59552,10.01353,0.3,0,0,1130,-26.2,13.8,178,90,1949
12,FALSE,FALSE,0,TRUE,53.595505,10.01351,0.4,0,4,1132.3,-26.2,13.8,179,0,1950
12,FALSE,FALSE,11,TRUE,53.595493,10.013482,0.5,0,14,1134.5,-26.2,13.8,180,1,1951
12,FALSE,FALSE,39,TRUE,53.595497,10.013453,2.1,0,28,1136.5,-26.2,13.8,181,0,1952
12,FALSE,FALSE,82,TRUE,53.595509,10.013433,2.2,0,41,1138.6,-26.2,13.8,182,16,1953
12,FALSE,FALSE,166,TRUE,53.595531,10.013426,2.3,0,50,1141.3,-26.2,13.8,183,59,1954
12,FALSE,FALSE,229,TRUE,53.595562,10.013432,2.5,0,51,1144.7,-26.2,13.8,184,73,1955
12,FALSE,FALSE,166,TRUE,53.595593,10.013454,2.8,0,37,1148.5,-26.2,13.8,185,53,1956
12,FALSE,FALSE,103,TRUE,53.595608,10.013492,3.1,0,23,1151.8,-26.2,13.8,186,0,1957
12,FALSE,FALSE,40,TRUE,53.595604,10.013532,3.2,0,9,1154.6,-26.2,13.8,187,0,1958
12,FALSE,FALSE,0,TRUE,53.595589,10.013556,3.2,0,0,1157.3,-26.2,13.8,188,4,1959
12,FALSE,FALSE,0,TRUE,53.595562,10.013556,3.1,0,0,1160,-26.2,13.8,189,12,1960
12,FALSE,FALSE,0,TRUE,53.595539,10.013538,2.9,0,0,1162.9,-26.2,13.8,190,29,1961
12,FALSE,FALSE,0,TRUE,53.595524,10.013514,2.7,0,0,1165.4,-26.2,13.8,191,0,1962
12,FALSE,FALSE,0,TRUE,53.595516,10.013489,2.5,0,0,1167.2,-26.2,13.8,192,0,1963
12,FALSE,FALSE,0,TRUE,53.59552,10.013466,2.3,0,0,1169,-26.2,13.8,193,7,1964
12,FALSE,FALSE,0,TRUE,53.595535,10.013454,2.3,0,3,1171.3,-26.2,13.8,194,49,1965
12,FALSE,FALSE,25,TRUE,53.595562,10.013464,2.3,0,16,1174.3,-26.2,13.8,195,70,1966
12,FALSE,FALSE,58,TRUE,53.595589,10.013486,2.5,0,29,1177.7,-26.2,13.8,196,49,1967
12,FALSE,FALSE,46,TRUE,53.595612,10.013517,2.7,0,27,1180.8,-26.2,13.8,197,0,1968
12,FALSE,FALSE,34,TRUE,53.595615,10.013549,2.8,-1.8,26,1183.2,-26.2,13.8,198,0,1969
12,FALSE,FALSE,136,TRUE,53.595608,10.013573,2.8,-1.6,34,1185.4,-26.2,13.8,199,0,1970
12,FALSE,FALSE,167,TRUE,53.595577,10.01358,2.9,-1.4,39,1188.9,-26.4,13.8,200,0,1971
12,FALSE,FALSE,87,TRUE,53.595539,10.013572,3.1,-1.2,37,1193.2,-26.4,13.8,201,91,1972
12,FALSE,FALSE,45,TRUE,53.595501,10.013552,3.3,1.2,38,1197.5,-26.4,13.8,202,28,1973
12,FALSE,FALSE,45,TRUE,53.595467,10.013521,3.7,1.3,38,1201.8,-26.4,13.8,203,28,1974
12,FALSE,FALSE,31,TRUE,53.595448,10.013479,4,1.4,32,1205.5,-26.2,13.8,204,128,1975
12,FALSE,FALSE,17,TRUE,53.595436,10.013431,4,1.7,26,1209,-26.2,13.8,205,3,1976
12,FALSE,FALSE,22,TRUE,53.59544,10.013401,3.7,0,23,1211.6,-26.2,13.8,206,0,1977
12,FALSE,FALSE,173,TRUE,53.595463,10.0134,3.3,0,42,1213.9,-26.2,13.8,207,0,1978
12,FALSE,FALSE,268,TRUE,53.595489,10.013412,3.1,0,62,1217.3,-26.2,13.8,208,105,1979
12,FALSE,FALSE,234,TRUE,53.595531,10.013435,3.3,-1.2,67,1221.8,-26.2,13.8,209,118,1980
12,FALSE,FALSE,3,TRUE,53.59557,10.013464,3.5,-1.2,62,1226.6,-26.2,13.8,210,59,1981
12,FALSE,FALSE,7,TRUE,53.5956,10.013495,3.8,-1.4,50,1230.8,-26.4,13.8,211,0,1982
12,FALSE,FALSE,11,TRUE,53.595612,10.013528,3.9,-1.5,37,1233.6,-26.4,13.8,212,0,1983
12,FALSE,FALSE,15,TRUE,53.595596,10.013545,3.8,0,24,1236.3,-26.4,13.8,213,4,1984
12,FALSE,FALSE,211,TRUE,53.595562,10.013532,3.7,0,37,1240.1,-26.4,13.8,214,109,1985
12,FALSE,FALSE,467,TRUE,53.595524,10.013507,3.6,0,76,1244.6,-26.4,13.8,215,86,1986
12,FALSE,FALSE,347,TRUE,53.595482,10.013486,3.7,0,73,1249.4,-26.4,13.8,216,59,1987
12,FALSE,FALSE,257,TRUE,53.595444,10.013469,4.1,0,54,1254,-26.4,13.8,217,16,1988
12,FALSE,FALSE,167,TRUE,53.595406,10.013452,4.4,0,35,1258.4,-26.4,13.8,218,13,1989
12,FALSE,FALSE,77,TRUE,53.595367,10.013432,4.5,0,16,1262.8,-26.4,13.8,219,29,1990
12,FALSE,FALSE,0,TRUE,53.595329,10.013407,4.6,0,0,1267.4,-26.4,13.8,220,48,1991
12,FALSE,FALSE,0,TRUE,53.595291,10.013384,4.5,0,0,1272,-26.4,13.8,221,32,1992
12,FALSE,FALSE,5,TRUE,53.595253,10.013366,4.5,0,17,1276.7,-26.4,13.8,222,42,1993
12,FALSE,FALSE,9,TRUE,53.595207,10.013351,4.6,1.1,32,1281.5,-26.4,13.8,223,43,1994
12,FALSE,FALSE,10,TRUE,53.595165,10.013344,4.7,1.1,47,1286.3,-26.4,13.8,224,35,1995
12,FALSE,FALSE,2,TRUE,53.595123,10.013346,4.7,1.1,56,1290.8,-26.2,13.8,225,162,1996
12,FALSE,FALSE,3,TRUE,53.595081,10.013354,4.7,0,44,1295.6,-26.2,13.8,226,59,1997
12,FALSE,FALSE,5,TRUE,53.595043,10.013363,4.7,-1.1,31,1300.2,-26.2,13.8,227,16,1998
12,FALSE,FALSE,54,TRUE,53.595005,10.013374,4.6,-1.1,37,1304.4,-26.4,13.8,228,0,1999
12,FALSE,FALSE,167,TRUE,53.594963,10.013383,4.5,-1,70,1308.9,-26.4,13.8,229,54,2000
12,FALSE,FALSE,145,TRUE,53.594917,10.01339,4.6,0,76,1314,-26.4,13.8,230,88,2001
12,FALSE,FALSE,157,TRUE,53.594871,10.013404,4.7,0,78,1319.3,-26.4,13.8,231,60,2002
12,FALSE,FALSE,137,TRUE,53.594822,10.013422,4.9,0,81,1324.9,-26.4,13.8,232,73,2003
12,FALSE,FALSE,160,TRUE,53.594772,10.013448,5.3,-0.9,83,1330.8,-26.4,13.8,233,80,2004
12,FALSE,FALSE,151,TRUE,53.594723,10.013478,5.6,-0.8,85,1336.7,-26.4,13.8,234,56,2005
12,FALSE,FALSE,111,TRUE,53.594669,10.013511,5.7,-0.8,88,1342.7,-26.6,13.8,235,0,2006
11,FALSE,FALSE,110,TRUE,53.59462,10.013546,5.9,-0.8,88,1348.8,-26.6,13.8,236,68,2007
11,FALSE,FALSE,105,TRUE,53.59457,10.013582,6,0,89,1354.9,-26.6,13.8,237,61,2008
11,FALSE,FALSE,71,TRUE,53.594521,10.01362,6,0,89,1360.9,-26.6,13.8,238,50,2009
11,FALSE,FALSE,74,TRUE,53.594471,10.013661,6.1,-0.8,89,1367.1,-26.6,13.8,239,79,2010
11,FALSE,FALSE,89,TRUE,53.594421,10.013703,6.1,-0.8,90,1373.3,-26.6,13.8,240,63,2011
